mean_x;mean_y;mean_z;var_x;var_y;var_z;peak_to_peak_x;peak_to_peak_y;peak_to_peak_z;zero_crossings_x;zero_crossings_y;zero_crossings_z;Activity
-317.9;-9.8;944.47;166.22;449.69;398.12;58;100;71;0;18;0;Driving
-347.4;11.37;940.47;675.51;1377.9;765.85;118;135;108;0;9;0;Driving
-344.63;-3.4;927.17;770.3;1142.84;641.67;120;152;106;0;13;0;Driving
-336.23;-12.13;950.17;413.51;652.65;623.61;86;135;110;0;9;0;Driving
-348.5;-7.3;942.8;1097.32;3007.48;4085.89;138;302;289;0;13;0;Driving
-366.43;23.87;924.87;243.85;793.92;608.05;56;119;109;0;11;0;Driving
-380.2;-15.7;943.3;1066.49;1929.48;4012.08;135;250;288;0;10;0;Driving
-381.5;-9.33;939.37;300.25;1070.76;464.3;65;121;96;0;9;0;Driving
-376.17;19.23;932.23;710.67;670.45;542.78;114;101;90;0;11;0;Driving
-382.73;10.13;922.57;413.86;371.45;350.45;94;68;68;0;14;0;Driving
-412.57;48.47;912.87;1670.18;1184.65;395.98;186;164;102;0;2;0;Driving
-523.77;-17.97;863.9;519.91;640.37;461.09;87;98;79;0;9;0;Driving
-436.8;3.27;901.2;6219.29;841.46;832.76;221;98;109;0;8;0;Driving
-351.27;32.67;932.8;1003.66;278.69;344.69;112;69;71;0;2;0;Driving
-313.33;52.23;949.67;683.49;594.31;302.16;103;110;79;0;0;0;Driving
-387.47;187.13;923.07;760.92;2720.52;428.66;112;205;80;0;0;0;Driving
-458.93;90.6;882.8;2093.53;7066.51;552.76;200;312;105;0;1;0;Driving
-417.1;11.4;915.27;4102.82;7300.04;3099.2;251;418;273;0;10;0;Driving
-193.0;89.2;984.4;3768.93;5302.76;4745.17;264;365;314;0;4;0;Driving
-237.53;55.47;970.23;5193.65;4080.12;1418.58;258;247;154;0;10;0;Driving
-258.17;23.83;973.3;2362.87;893.41;1250.81;208;136;144;0;10;0;Driving
-284.23;-4.63;957.5;613.31;1337.23;909.18;115;153;131;0;11;0;Driving
-306.73;-47.37;952.77;1052.8;1956.23;2339.65;140;193;210;0;8;0;Driving
-300.3;-84.53;962.63;1085.74;1705.58;2342.43;149;168;171;0;2;0;Driving
-310.13;-58.07;950.4;1753.45;3342.2;2605.11;170;250;221;0;8;0;Driving
-365.2;-63.1;939.33;809.43;3833.76;2462.22;111;255;208;0;4;0;Driving
-461.5;7.13;888.87;6046.92;987.78;1490.65;287;120;161;0;6;0;Driving
-534.97;-5.87;864.67;2029.17;567.18;839.62;156;106;109;0;9;0;Driving
-331.9;39.0;941.27;5812.56;1766.87;984.86;257;157;113;0;3;0;Driving
-334.17;93.8;944.1;2930.67;716.56;1000.56;179;104;132;0;0;0;Driving
-305.5;126.4;946.9;500.78;1053.77;634.02;83;134;98;0;0;0;Driving
-332.87;72.57;936.2;864.92;1727.71;682.43;113;141;106;0;0;0;Driving
-302.97;51.93;956.03;1324.37;568.06;515.63;153;93;101;0;0;0;Driving
-370.67;58.6;928.53;397.69;435.77;297.58;81;88;77;0;0;0;Driving
-364.33;110.6;928.67;541.22;448.11;307.36;98;87;65;0;0;0;Driving
-336.53;24.67;942.07;786.58;3063.22;763.06;126;214;102;0;5;0;Driving
-292.87;-116.63;955.47;819.58;1318.97;1443.92;114;156;171;0;0;0;Driving
-302.63;-46.73;952.97;539.97;2207.8;508.9;97;203;104;0;4;0;Driving
-357.47;-9.03;937.27;365.58;985.43;556.2;80;144;89;0;14;0;Driving
-354.17;2.67;938.2;311.67;409.02;242.29;75;91;68;0;14;0;Driving
-342.23;13.03;939.33;430.31;993.23;947.76;86;115;114;0;9;0;Driving
-349.8;27.8;932.0;476.89;622.03;694.07;96;97;108;0;11;0;Driving
-218.73;-76.6;970.03;14375.93;10149.77;1005.7;339;301;118;0;4;0;Driving
-87.5;-78.7;1004.4;3292.52;368.08;932.91;206;74;106;2;0;0;Driving
-134.47;-144.93;992.1;5265.78;2178.06;703.22;257;185;118;2;0;0;Driving
-370.6;-143.73;936.2;7017.24;525.13;1500.96;374;113;161;0;0;0;Driving
-456.87;-131.0;904.3;1819.32;1421.13;307.21;162;147;82;0;0;0;Driving
-403.33;-110.8;933.3;9636.62;3329.63;1043.14;389;180;155;0;0;0;Driving
-47.43;-12.8;1019.0;13097.05;1233.23;3228.8;424;171;240;9;10;0;Driving
16.9;24.13;1057.97;6193.96;530.38;1029.9;300;82;147;9;8;0;Driving
-101.27;6.57;1020.6;4856.6;2372.31;1709.84;267;276;141;2;14;0;Driving
-206.33;-99.9;979.0;1962.69;3669.62;1768.2;181;180;179;0;0;0;Driving
-198.7;-102.8;976.3;3482.68;1481.56;4226.01;185;173;328;0;2;0;Driving
-223.67;-98.4;980.07;4047.09;1116.31;3603.0;240;131;256;0;0;0;Driving
-239.7;-76.1;973.47;3276.21;1037.89;1241.72;207;167;145;0;0;0;Driving
-181.53;-111.67;982.5;6909.65;1361.89;2163.92;357;142;214;0;0;0;Driving
-256.0;-107.37;966.43;6524.8;2956.23;5228.91;313;243;347;0;0;0;Driving
-236.8;-91.57;965.07;5313.09;1021.98;3951.13;351;143;251;0;0;0;Driving
-272.2;-95.2;961.1;5834.96;2571.23;1465.36;313;235;164;0;2;0;Driving
-248.0;-154.27;952.1;6866.8;1869.4;5035.96;322;154;323;0;0;0;Driving
-241.7;-129.83;967.1;5889.68;912.27;2160.42;336;135;236;0;0;0;Driving
-252.7;-118.27;958.07;4472.61;5986.26;1447.8;251;311;179;0;4;0;Driving
-266.57;-141.33;956.73;7045.38;3353.82;8310.2;364;249;357;0;0;0;Driving
-219.97;-165.47;964.0;7057.5;2616.32;3927.67;286;216;260;0;0;0;Driving
-225.53;-178.3;956.33;5025.85;2401.61;4629.36;300;242;292;0;0;0;Driving
-250.87;-147.53;963.23;2981.32;3341.98;3050.65;256;237;211;0;0;0;Driving
-237.9;-148.9;955.97;9110.76;3914.69;5385.83;347;254;321;0;0;0;Driving
-188.47;-123.13;980.9;6700.58;1406.85;2321.16;276;132;217;0;0;0;Driving
-232.7;-101.63;975.13;8111.68;1845.83;1347.38;335;181;165;0;0;0;Driving
-211.1;-151.47;972.7;5716.96;3666.98;1527.01;303;242;141;0;0;0;Driving
-178.67;-191.8;963.3;4068.56;1525.69;888.01;233;159;137;0;0;0;Driving
-268.67;-142.47;952.63;4973.09;1938.38;2179.23;278;195;185;0;0;0;Driving
-228.43;-189.27;963.17;5842.71;1698.33;1019.61;304;140;126;0;0;0;Driving
-207.97;-195.07;957.23;5451.37;1167.33;1902.45;329;129;169;0;0;0;Driving
-188.33;-191.67;966.3;5517.56;1293.02;1807.54;267;140;157;0;0;0;Driving
-219.07;-151.77;959.37;5727.13;1688.05;2145.5;262;167;187;0;0;0;Driving
-181.6;-184.97;968.77;2806.44;1189.9;2977.51;242;141;203;0;0;0;Driving
-167.3;-156.03;971.03;3128.48;1192.57;3289.17;206;127;243;0;0;0;Driving
-132.77;-173.97;976.77;2231.85;1665.9;2521.25;171;164;210;0;0;0;Driving
-124.2;-155.13;980.63;2177.69;1187.85;6908.5;183;146;328;0;0;0;Driving
-129.13;-172.23;970.43;1862.18;692.98;1530.45;172;116;178;0;0;0;Driving
-145.33;-176.7;971.93;4081.96;945.34;2020.93;249;118;179;0;0;0;Driving
-159.77;-149.53;992.33;2676.58;1192.05;2339.16;227;137;178;0;0;0;Driving
-162.2;-139.63;974.6;2987.56;1431.5;1629.51;196;167;165;0;0;0;Driving
-161.97;-150.1;979.07;2796.1;752.89;2980.0;215;136;199;0;0;0;Driving
-204.87;-177.2;954.87;3938.12;1336.69;5187.98;238;165;370;0;0;0;Driving
-211.53;-168.73;976.6;2918.12;1411.8;2853.31;248;185;261;0;0;0;Driving
-201.1;-159.2;966.63;6450.02;1906.03;4887.9;321;207;372;0;0;0;Driving
-243.47;-146.17;962.9;4253.45;3069.01;2171.56;318;243;220;0;0;0;Driving
-208.7;-140.1;970.27;3777.08;1093.49;5546.26;241;131;316;0;0;0;Driving
-232.33;-146.27;965.93;4493.36;2470.33;3831.2;282;186;267;0;0;0;Driving
-195.9;-146.53;967.13;5896.69;1319.72;2470.38;316;175;186;0;0;0;Driving
-237.9;-170.9;961.7;7987.42;2151.02;3004.41;367;197;213;0;0;0;Driving
-267.97;-183.63;962.5;6019.57;1731.77;2341.85;279;215;198;0;0;0;Driving
-290.97;-154.6;951.5;2859.77;1201.51;2747.98;211;128;246;0;0;0;Driving
-247.47;-136.5;960.33;5536.45;1784.18;2065.16;287;172;180;0;0;0;Driving
-190.73;-135.13;979.03;4016.26;966.38;3902.5;283;118;268;0;0;0;Driving
-281.23;-131.3;971.2;3597.78;1198.34;2194.83;235;127;172;0;0;0;Driving
-197.9;-163.37;959.93;5276.96;2010.23;1331.46;315;194;163;0;0;0;Driving
-228.07;-178.17;957.27;4265.93;2078.01;1907.66;279;183;178;0;0;0;Driving
-273.57;-204.27;954.77;4465.71;850.0;1799.98;285;122;160;0;0;0;Driving
-267.2;-157.9;957.43;4376.03;1201.96;5164.11;303;157;282;0;0;0;Driving
-211.47;-145.6;947.07;5779.25;1293.24;2949.73;294;180;214;0;0;0;Driving
-278.83;-140.07;966.93;4831.34;1052.0;6700.46;295;158;282;0;0;0;Driving
-210.9;-191.73;955.1;6212.29;2866.26;2915.49;275;228;213;0;0;0;Driving
-256.77;-150.67;962.57;4075.45;1423.62;4515.78;201;160;292;0;0;0;Driving
-259.7;-170.63;961.03;4633.68;1867.37;2922.63;268;172;248;0;0;0;Driving
-240.97;-153.87;961.6;6832.97;2137.72;2755.44;322;184;188;0;0;0;Driving
-222.3;-132.0;966.4;5458.28;2070.27;2584.71;331;163;211;0;0;0;Driving
-259.53;-133.67;961.47;7818.18;1486.56;3029.12;358;147;272;0;0;0;Driving
-281.0;-174.33;946.57;8874.67;1459.09;3653.71;332;164;209;0;0;0;Driving
-267.03;-198.07;945.6;8732.43;2286.93;5295.04;366;218;344;0;0;0;Driving
-202.3;-185.53;962.37;6486.28;2270.12;2778.3;300;204;202;0;0;0;Driving
-213.9;-149.63;964.97;6306.36;2485.3;3724.43;259;215;248;0;0;0;Driving
-171.27;-156.67;980.4;3493.13;1851.62;6277.24;244;152;315;0;0;0;Driving
-182.03;-166.3;972.47;3232.97;1250.61;2310.58;257;153;178;0;0;0;Driving
-214.97;-178.63;963.9;5305.57;2161.63;4331.49;296;164;272;0;0;0;Driving
-215.03;-138.2;965.63;7556.5;1532.29;2127.97;316;148;169;0;0;0;Driving
-191.63;-136.43;986.63;3770.7;3691.85;3066.7;262;236;211;0;0;0;Driving
-210.23;-169.27;959.27;5060.98;2304.86;1824.66;310;198;207;0;0;0;Driving
-196.17;-151.07;963.67;5360.67;2776.33;5516.69;277;225;344;0;0;0;Driving
-219.27;-145.87;964.47;5755.06;3497.25;5118.52;277;251;341;0;0;0;Driving
-225.07;-146.3;951.27;6653.66;1619.74;3518.0;339;169;302;0;0;0;Driving
-225.5;-143.5;960.33;7787.72;2434.32;8223.89;334;211;377;0;0;0;Driving
-210.1;-142.6;972.43;5002.22;4257.91;9156.58;278;295;477;0;0;0;Driving
-224.6;-141.8;968.77;4513.77;2314.29;6772.85;273;215;371;0;0;0;Driving
-248.33;-131.2;972.9;4654.42;1079.69;3937.29;289;148;274;0;0;0;Driving
-224.57;-136.1;967.53;4114.45;810.62;2282.98;240;140;202;0;0;0;Driving
-255.83;-159.67;959.3;4149.41;1141.89;1851.01;286;114;192;0;0;0;Driving
-250.4;-143.83;966.97;4184.91;430.54;1981.43;289;91;205;0;0;0;Driving
-223.27;-163.43;969.57;5346.73;906.05;3547.91;314;126;337;0;0;0;Driving
-250.43;-163.97;973.37;10439.25;4703.9;10652.57;362;291;440;0;2;0;Driving
-208.13;-178.77;946.6;7382.05;2542.45;6508.77;341;186;348;0;0;0;Driving
-222.73;-136.5;957.77;4697.13;1138.98;3339.45;298;140;244;0;0;0;Driving
-193.4;-135.7;979.3;2979.51;2722.54;7054.01;216;264;382;0;2;0;Driving
-185.9;-133.97;963.5;5445.89;1054.97;2978.12;279;126;197;0;0;0;Driving
-227.83;-179.57;960.43;5341.14;1218.31;2839.65;292;123;240;0;0;0;Driving
-208.67;-193.93;957.17;8082.89;1528.4;5145.14;357;183;289;0;0;0;Driving
-210.87;-192.8;965.87;10203.65;3142.23;4014.25;411;236;256;0;0;0;Driving
-197.7;-161.67;967.33;3307.48;940.62;1902.56;231;157;179;0;0;0;Driving
-187.03;-159.6;972.33;5523.57;818.17;5974.89;312;110;333;0;0;0;Driving
-223.17;-161.57;982.4;7220.87;2306.18;3334.24;296;194;252;0;0;0;Driving
-202.37;-175.23;964.6;6678.7;3579.05;3500.31;295;265;270;0;0;0;Driving
-208.3;-184.03;969.87;4646.01;955.03;2057.25;290;128;183;0;0;0;Driving
-243.93;-169.23;959.07;7355.93;1117.85;3705.53;360;140;220;0;0;0;Driving
-226.73;-158.07;954.9;4827.8;2521.73;5224.82;299;216;275;0;0;0;Driving
-212.43;-131.37;968.63;7416.25;3863.57;2616.3;322;237;214;0;0;0;Driving
-236.27;-151.57;960.27;8156.06;4519.85;14318.53;384;238;582;0;0;0;Driving
-234.4;-147.03;950.67;10533.44;7290.17;10766.16;367;337;403;0;2;0;Driving
-278.23;-133.73;968.4;9851.58;3309.53;9921.31;436;206;432;0;0;0;Driving
-251.67;-151.6;973.87;6544.09;7387.97;6521.12;305;377;276;0;4;0;Driving
-222.77;-153.0;949.23;8730.18;4422.47;9480.58;342;331;416;0;0;0;Driving
-247.7;-150.97;943.77;8132.14;3292.77;12957.11;341;249;441;0;0;0;Driving
-237.3;-140.2;960.77;6573.74;2278.96;5855.38;295;193;302;0;0;0;Driving
-190.63;-172.97;1007.83;5472.17;1066.5;4884.81;295;159;283;0;0;0;Driving
-213.03;-122.47;939.9;2566.7;711.65;2645.49;201;101;212;0;0;0;Driving
-234.4;-133.5;948.7;2889.37;1784.78;4361.61;236;183;234;0;0;0;Driving
-236.3;-157.2;948.4;7246.48;1500.03;3604.84;373;165;233;0;0;0;Driving
-244.73;-112.03;944.13;5456.53;2362.43;13948.45;276;191;468;0;0;0;Driving
-216.7;-113.93;974.6;5101.14;2620.6;10449.37;287;222;446;0;2;0;Driving
-227.1;-119.37;967.0;3867.22;1878.17;1318.27;250;160;163;0;0;0;Driving
-233.2;-138.7;972.13;3472.63;1462.61;1856.98;201;149;183;0;0;0;Driving
-266.83;-134.37;965.77;2012.01;885.83;2642.65;186;107;224;0;0;0;Driving
-244.87;-149.07;956.2;5594.18;1075.46;3048.89;300;124;197;0;0;0;Driving
-217.57;-157.57;965.7;1631.58;914.31;1758.48;169;114;141;0;0;0;Driving
-216.5;-168.27;972.83;1816.25;596.46;1888.07;186;98;197;0;0;0;Driving
-184.73;-163.07;962.2;2844.6;1375.2;2812.36;195;150;237;0;0;0;Driving
-203.7;-151.07;969.47;3373.28;1955.06;1697.52;222;150;181;0;0;0;Driving
-207.2;-185.17;973.63;4424.36;1238.94;2183.77;269;152;195;0;0;0;Driving
-222.4;-170.1;953.23;4950.64;810.82;1797.58;275;108;182;0;0;0;Driving
-238.63;-185.87;958.0;4660.83;655.78;1166.27;274;110;161;0;0;0;Driving
-233.27;-260.03;936.9;3690.13;3411.23;2635.76;246;236;201;0;0;0;Driving
-217.57;-202.57;946.27;2932.51;4916.25;12970.13;203;391;452;0;2;0;Driving
-198.37;-321.0;933.47;7841.03;2272.33;1914.25;306;223;217;0;0;0;Driving
-138.6;-335.67;942.8;6359.11;1398.09;4576.96;299;176;316;2;0;0;Driving
-164.47;-444.67;920.47;5774.85;2450.69;1154.45;316;202;132;0;0;0;Driving
-201.73;-251.37;948.03;1487.6;8013.57;597.43;155;311;84;0;0;0;Driving
-207.8;-128.23;972.97;957.56;1418.58;510.43;146;124;83;0;0;0;Driving
-160.13;-41.47;986.23;1925.78;557.05;605.31;184;102;102;0;2;0;Driving
-158.3;-8.67;986.07;2616.94;4165.62;1111.6;212;223;136;0;6;0;Driving
-114.13;49.8;1026.27;3557.65;6569.16;2366.93;248;307;224;2;1;0;Driving
-57.8;-38.17;1037.5;3364.96;6239.94;4090.38;275;287;271;5;9;0;Driving
-79.1;35.47;1030.57;3021.42;645.18;1983.45;245;134;172;0;4;0;Driving
-198.73;-65.03;984.27;4964.0;5519.63;2788.86;273;258;279;0;5;0;Driving
-239.63;-64.67;982.87;5576.7;2346.89;2884.38;260;171;194;0;8;0;Driving
-223.97;-82.0;970.93;4483.83;900.53;2058.26;299;109;199;0;0;0;Driving
-231.93;-93.7;962.23;2932.0;626.54;3891.11;214;86;232;0;0;0;Driving
-216.27;-107.5;970.27;4658.93;931.38;4178.2;231;101;269;0;0;0;Driving
-259.47;-93.8;965.73;3354.98;2421.43;1459.53;221;207;176;0;0;0;Driving
-250.2;-115.6;962.0;4587.89;2076.11;3402.27;248;204;299;0;0;0;Driving
-251.23;-115.37;978.97;3928.38;695.5;2512.57;266;105;234;0;0;0;Driving
-236.5;-127.03;964.53;8849.92;5524.77;14799.38;364;297;500;0;6;0;Driving
-197.87;-133.53;966.63;5924.92;1684.12;4790.37;373;177;286;0;0;0;Driving
-208.93;-144.73;971.0;4711.73;1242.2;6302.8;252;142;312;0;0;0;Driving
-225.13;-139.8;962.87;4395.78;1628.96;5709.98;256;143;374;0;0;0;Driving
-231.0;-134.1;969.47;6721.13;1008.62;2169.58;384;126;208;0;0;0;Driving
-259.93;-130.67;945.5;3867.73;1231.76;2216.25;306;202;201;0;0;0;Driving
-199.47;-123.3;957.6;6627.18;5493.68;34505.24;381;351;1091;0;4;0;Driving
-226.97;-130.93;960.67;5341.37;2332.6;11290.69;293;170;436;0;0;0;Driving
-220.5;-146.23;970.4;7594.92;1544.18;6502.97;357;199;431;0;0;0;Driving
-224.17;-135.83;958.9;3671.81;1316.74;3308.76;237;136;261;0;0;0;Driving
-267.27;-142.53;963.33;5821.06;1038.98;2134.42;293;139;198;0;0;0;Driving
-261.37;-141.17;954.63;5664.97;852.34;4304.03;252;123;269;0;0;0;Driving
-242.57;-138.03;962.13;7550.85;1042.83;3802.72;337;132;292;0;0;0;Driving
-203.97;-140.6;967.2;4101.57;1173.17;1797.29;210;147;174;0;0;0;Driving
-233.6;-161.77;974.27;3851.64;1160.98;2820.8;211;150;246;0;0;0;Driving
-217.5;-146.13;992.43;4573.72;1086.25;1608.31;271;148;167;0;0;0;Driving
-100.87;-129.33;1000.87;3993.18;700.36;1727.98;301;127;149;4;0;0;Driving
-128.73;-130.3;1006.73;2744.4;404.21;2287.26;186;86;223;0;0;0;Driving
-131.33;-119.57;997.17;4422.89;1028.58;2150.87;263;133;184;2;0;0;Driving
-193.6;-125.67;971.77;5517.17;623.69;1912.11;291;106;167;0;0;0;Driving
-232.63;-114.37;956.87;5954.43;801.3;4327.05;334;105;288;0;0;0;Driving
-221.13;-128.77;972.67;3616.05;919.05;4607.42;264;116;288;0;0;0;Driving
-222.87;-120.67;950.93;3799.98;810.82;2119.66;265;124;193;0;0;0;Driving
-187.47;-115.83;944.3;6483.38;1271.94;15749.88;286;119;441;0;0;0;Driving
-170.03;-129.83;960.23;4219.9;1410.07;11427.65;244;155;400;0;0;0;Driving
-215.43;-129.97;988.1;4839.91;1364.1;5291.29;286;158;271;0;0;0;Driving
-222.13;-123.6;971.07;4005.32;1344.97;3220.46;238;156;257;0;0;0;Driving
-222.03;-133.27;976.93;5505.5;736.26;2932.46;307;120;250;0;0;0;Driving
-252.27;-156.37;944.37;4300.0;1450.7;6585.83;313;166;437;0;0;0;Driving
-219.57;-161.0;946.4;7181.18;1501.33;8444.51;318;190;347;0;0;0;Driving
-249.23;-158.87;959.17;7646.51;1728.72;7502.81;408;219;336;0;0;0;Driving
-221.3;-155.93;973.03;6074.68;1663.46;7356.03;278;146;318;0;0;0;Driving
-245.83;-139.27;978.7;5922.87;1904.66;6164.08;304;200;349;0;0;0;Driving
-242.67;-147.0;946.2;6317.16;2513.73;9720.63;343;218;462;0;0;0;Driving
-253.2;-157.13;930.07;10539.96;2032.25;7512.06;376;149;348;0;0;0;Driving
-228.9;-157.2;953.1;4239.82;1345.16;6884.62;272;148;323;0;0;0;Driving
-232.63;-191.47;957.4;4928.3;2106.25;6519.11;321;215;331;0;0;0;Driving
-211.17;-151.8;971.97;9714.34;5531.29;14310.83;406;315;609;0;0;0;Driving
-188.1;-188.37;959.9;5793.02;1540.63;5498.49;310;157;283;0;0;0;Driving
-265.6;-172.8;941.2;4364.57;1512.56;3129.09;247;180;199;0;0;0;Driving
-326.17;-160.5;950.07;7084.14;940.45;7383.4;304;129;326;0;0;0;Driving
-345.67;-160.83;944.03;6623.09;956.94;6662.9;382;107;296;0;0;0;Driving
-290.3;-153.4;961.5;5863.94;972.17;2540.52;295;109;200;0;0;0;Driving
-275.83;-146.43;946.1;5310.41;981.45;2926.29;271;129;217;0;0;0;Driving
-201.27;-149.47;965.73;5388.73;822.18;3608.66;287;115;280;0;0;0;Driving
-223.23;-163.77;972.93;4595.11;2087.71;4482.06;219;160;283;0;0;0;Driving
-211.47;-152.87;963.47;7794.58;2299.65;6274.85;375;223;319;0;0;0;Driving
-223.5;-156.27;969.5;3914.25;2115.8;5704.72;221;188;270;0;0;0;Driving
-237.43;-145.07;966.2;4440.45;1522.0;4821.23;265;160;310;0;0;0;Driving
-216.0;-162.5;964.07;4650.87;1209.25;9775.66;334;134;380;0;0;0;Driving
-217.83;-142.8;962.47;4647.47;1531.89;4847.52;244;200;233;0;0;0;Driving
-221.93;-155.13;964.43;7298.6;878.72;3535.31;442;116;226;0;0;0;Driving
-240.97;-155.13;961.1;1786.57;543.25;1600.69;198;91;155;0;0;0;Driving
-230.33;-153.1;959.33;2251.02;513.29;3205.82;186;97;192;0;0;0;Driving
-226.6;-163.6;965.57;2499.37;975.97;3405.71;170;157;258;0;0;0;Driving
-191.7;-168.8;968.87;4302.48;678.03;2546.38;274;97;234;0;0;0;Driving
-133.63;-142.13;986.4;4114.17;1128.65;2692.17;300;117;223;0;0;0;Driving
-148.6;-155.13;989.07;3742.17;1010.78;1641.13;267;122;145;0;0;0;Driving
-173.8;-169.2;975.03;4389.03;612.69;1084.03;244;95;138;0;0;0;Driving
-213.43;-173.07;953.03;4406.91;1050.0;3525.9;246;134;257;0;0;0;Driving
-224.87;-162.03;949.2;3048.52;1145.9;3763.83;207;156;319;0;0;0;Driving
-235.87;-162.47;954.03;2438.58;906.65;3125.97;197;123;289;0;0;0;Driving
-219.0;-169.37;940.83;5183.4;840.3;3103.47;278;102;292;0;0;0;Driving
-229.2;-180.6;971.97;1736.03;562.97;1337.57;148;99;170;0;0;0;Driving
-199.73;-176.7;954.37;5826.2;806.01;2966.7;263;117;198;0;0;0;Driving
-211.97;-253.97;955.5;10850.3;3602.43;7563.92;434;235;471;0;0;0;Driving
-210.4;-247.67;951.13;5372.37;3598.62;1597.32;254;262;178;0;0;0;Driving
-223.67;-353.4;927.0;7063.62;3769.51;2192.87;312;311;255;0;0;0;Driving
-315.17;-309.83;914.0;8541.27;8346.27;3871.27;394;492;237;0;0;0;Driving
-250.97;-266.33;942.53;7514.83;12107.36;3598.58;354;360;257;0;0;0;Driving
82.43;-143.03;1010.57;11008.25;4531.17;5760.38;423;274;334;1;0;0;Driving
-292.3;-180.57;947.2;17602.28;1629.51;3141.89;546;170;263;1;0;0;Driving
-549.17;-182.53;872.0;24324.47;16983.12;23215.4;748;497;706;0;6;0;Driving
-484.1;-146.77;910.03;17006.22;2260.58;5283.37;563;162;382;0;0;0;Driving
-14.33;-175.87;977.17;15829.49;2971.72;3362.41;442;205;250;3;0;0;Driving
106.2;-120.2;1017.97;2368.09;2341.89;6018.83;175;183;375;3;0;0;Driving
-54.73;-107.57;1010.5;1491.8;1953.05;5306.12;148;167;244;2;0;0;Driving
-137.97;-135.57;981.73;1629.23;517.05;872.06;191;87;137;0;0;0;Driving
-128.87;-112.57;989.77;1358.85;426.25;650.98;124;98;92;0;0;0;Driving
-116.27;-46.6;1001.33;2189.2;698.57;1173.69;201;109;118;0;2;0;Driving
-162.17;-97.02;989.0;2089.27;1822.78;517.33;181;138;108;0;0;0;Driving
-172.9;-117.92;979.97;2926.02;2642.98;1381.1;188;203;178;0;0;0;Driving
-237.6;-129.43;967.97;2244.17;1022.65;1909.57;181;122;173;0;0;0;Driving
-229.13;-140.93;962.23;2312.25;867.33;2077.18;190;123;184;0;0;0;Driving
-224.3;-141.13;963.67;3708.61;548.25;3913.42;260;92;206;0;0;0;Driving
-224.77;-137.1;984.43;4054.58;1476.96;3883.58;258;197;243;0;0;0;Driving
-219.9;-135.87;977.3;5383.56;1882.32;3726.94;263;193;278;0;0;0;Driving
-213.43;-131.97;964.93;3828.78;790.1;1970.0;276;94;213;0;0;0;Driving
-225.13;-127.57;972.53;4431.98;2145.38;3163.98;238;180;231;0;0;0;Driving
-206.27;-137.27;966.07;4099.8;1645.2;2113.6;243;170;154;0;0;0;Driving
-216.17;-143.93;969.87;5393.81;2409.66;7000.32;281;189;396;0;0;0;Driving
-231.07;-152.53;962.73;3663.0;1761.98;1834.4;255;165;190;0;0;0;Driving
-184.77;-164.9;971.4;2521.51;656.29;2432.37;210;124;203;0;0;0;Driving
-209.33;-181.73;961.07;2609.29;1028.0;2874.93;196;143;221;0;0;0;Driving
-186.27;-211.8;963.87;2193.8;2105.96;3254.98;185;153;240;0;0;0;Driving
-180.47;-238.63;958.4;4097.65;2229.57;2675.44;271;167;238;0;0;0;Driving
-208.5;-186.6;956.1;4359.45;2028.44;2027.76;296;187;200;0;0;0;Driving
-155.0;-224.9;967.87;3509.93;2604.89;1415.32;232;216;143;0;0;0;Driving
-171.87;-245.73;965.83;2325.65;3013.06;1319.27;192;195;147;0;0;0;Driving
-153.77;-234.83;962.5;1227.71;3153.01;1253.18;155;213;152;0;0;0;Driving
-172.07;-199.2;965.63;1336.46;1628.29;564.23;129;145;85;0;0;0;Driving
-198.27;-167.03;983.53;711.86;1596.77;378.05;110;121;83;0;0;0;Driving
-222.17;-70.3;976.1;2545.74;1409.61;1636.42;243;137;163;0;2;0;Driving
-227.53;-100.67;962.67;3137.72;783.22;856.16;186;118;149;0;0;0;Driving
-232.77;-50.83;976.5;2069.18;2786.74;510.52;172;163;97;0;8;0;Driving
-222.5;-126.8;967.73;2976.85;3834.03;1183.66;207;215;148;0;2;0;Driving
-234.87;-62.3;980.6;2692.25;11150.34;1811.24;258;365;235;0;2;0;Driving
-294.77;65.37;977.37;5718.11;12951.1;1232.77;306;390;146;0;5;0;Driving
-113.63;40.87;989.83;5354.5;22256.18;11045.54;296;486;435;1;2;0;Driving
-21.37;-16.7;1017.9;2778.77;2262.74;2909.29;243;175;182;11;7;0;Driving
-244.1;-133.23;965.77;4071.22;2452.58;4147.98;288;163;240;0;0;0;Driving
-226.27;-120.17;971.37;2537.06;626.47;2086.9;192;114;189;0;0;0;Driving
-214.7;-166.97;957.07;4367.48;702.1;1950.2;239;104;167;0;0;0;Driving
-202.17;-166.5;970.07;3036.01;890.45;3512.0;206;129;255;0;0;0;Driving
-217.63;-171.97;964.5;3542.9;764.23;3932.78;226;118;272;0;0;0;Driving
-199.8;-168.63;970.97;2693.49;2762.9;1793.9;239;352;190;0;0;0;Driving
-184.97;-263.03;967.07;7766.17;4848.57;15916.86;368;288;685;0;0;0;Driving
-174.3;-325.43;951.03;4263.41;2088.78;1712.37;252;180;187;0;0;0;Driving
-186.87;-290.1;954.53;4178.05;1572.29;1643.52;253;185;189;0;0;0;Driving
-157.9;-260.87;953.57;2071.82;2239.92;1650.11;195;208;182;0;0;0;Driving
-43.23;-214.07;982.7;4076.31;7700.93;1189.94;232;412;124;3;2;0;Driving
