mean_x;mean_y;mean_z;var_x;var_y;var_z;peak_to_peak_x;peak_to_peak_y;peak_to_peak_z;zero_crossings_x;zero_crossings_y;zero_crossings_z;Activity
-104.63;835.55;176.22;437520.63;2781079.31;63310.74;2002;5181;1024;14;14;15;Running
-67.2;678.45;195.5;412983.83;1949382.95;68406.45;2182;4775;917;13;16;13;Running
-101.6;768.47;223.98;428102.81;2053893.92;66453.35;2136;4758;1019;13;17;13;Running
-101.7;751.62;299.77;436613.51;1831898.04;64277.18;2439;4735;950;14;21;12;Running
-64.13;798.97;305.33;305863.02;1753131.2;40622.86;2164;4731;771;14;13;12;Running
-115.13;840.02;319.33;326260.12;1897112.22;26834.46;1921;4468;660;16;16;10;Running
-169.98;104.87;-322.77;153280.25;1180580.78;2517161.01;1760;4774;5360;27;12;18;Running
-181.22;-304.67;-519.98;50070.07;57269.42;3173919.35;1204;1235;5375;18;9;15;Running
-127.0;-287.68;-488.25;34506.47;51460.82;3127038.95;894;1069;5499;20;13;16;Running
-142.68;-307.73;-575.63;62966.18;37517.16;3324518.2;1240;843;5409;16;13;15;Running
-97.77;-337.8;-478.8;50324.85;32914.23;3517228.46;986;824;5721;18;4;16;Running
-108.52;-341.85;-349.65;81140.32;41009.49;3769782.89;1328;912;6121;19;4;16;Running
-78.13;-320.38;-370.22;199653.78;60569.04;3282583.24;2215;1269;5511;16;11;15;Running
-149.38;-368.87;-516.77;116964.64;50952.42;3886819.48;1517;905;5911;17;0;17;Running
-39.32;-383.08;-333.75;154178.28;73217.61;3656844.65;1824;1228;6070;20;4;17;Running
-23.12;-364.7;-584.18;83595.24;54270.54;3941142.28;1065;920;6282;24;5;17;Running
-58.2;-344.2;-485.9;82164.99;60149.26;3825216.39;1215;933;5580;20;4;17;Running
-55.77;-333.5;-545.23;72594.88;59466.98;3555881.18;1188;1033;5814;20;4;17;Running
-72.55;-316.17;-565.45;45468.75;45670.27;3532181.48;1006;840;5749;19;8;17;Running
-79.58;-339.77;-591.92;62521.54;47988.38;3455661.28;1022;756;5637;16;8;16;Running
-72.63;-315.35;-580.45;55128.67;38057.19;3126345.88;1039;747;5534;20;8;16;Running
-102.03;-323.35;-594.72;70456.97;46226.89;3790360.17;1408;821;5800;16;8;17;Running
-91.07;-323.65;-476.95;49126.96;46012.29;3639107.78;987;815;5765;17;6;17;Running
1164.72;31.22;106.07;1725683.9;510644.8;161363.46;4965;3176;2102;12;22;23;Running
1191.47;78.4;79.53;1774901.72;622961.11;231887.88;5434;3275;2171;12;23;19;Running
1140.05;105.95;44.58;1960277.51;823725.15;244187.11;5460;3838;1957;14;25;23;Running
1290.47;129.13;-12.82;2138973.95;900750.92;387081.75;5554;4301;3133;12;24;28;Running
1132.22;82.9;-42.28;2079376.27;1070146.26;314736.67;5576;3885;2648;13;25;27;Running
1178.38;156.67;-33.67;2051208.97;979481.39;288706.96;5215;4195;2405;13;19;28;Running
1255.4;215.57;-62.3;1945888.21;1088555.88;355194.51;5169;4601;2712;12;19;26;Running
1138.43;267.57;-31.47;1872115.45;1059539.15;330417.18;5343;4608;2411;14;16;31;Running
1376.57;269.6;-78.15;2045973.15;1320022.54;342071.13;5540;5185;2804;12;24;29;Running
1164.05;150.33;-127.87;2233397.68;1465610.56;362433.28;5160;5149;2482;13;19;31;Running
1339.05;242.47;-122.5;2119982.68;1552623.25;452466.72;5260;5409;2902;12;18;31;Running
1189.42;307.07;-95.65;2170437.88;1522471.53;414947.73;6204;6312;3332;16;17;21;Running
1345.95;316.02;-96.57;2068631.71;1290493.02;328572.98;5033;4685;2582;12;19;32;Running
1165.55;241.15;-73.72;2068550.45;1632192.73;352853.4;5531;6055;3160;13;17;24;Running
1315.77;247.02;-135.62;2082032.88;1539576.72;359119.17;5415;5442;2756;12;16;25;Running
1284.35;346.83;-55.72;1919354.96;1385896.74;530188.7;5314;4906;3158;13;16;29;Running
1273.85;294.57;-148.88;2029758.96;1874810.78;379903.14;5130;6037;2707;13;17;26;Running
1407.38;340.72;-149.92;2273281.87;1431185.87;384586.28;5549;5366;2893;12;18;30;Running
1371.92;205.6;-276.08;2551897.81;2439243.64;640246.48;5857;6791;3786;13;17;27;Running
1445.9;220.43;-251.67;2717185.19;2920959.41;723651.16;5722;6885;4089;18;18;22;Running
1513.4;425.32;-229.77;2408015.37;2203966.92;636007.05;5555;6840;3896;14;12;25;Running
1276.15;172.98;-243.47;2130229.89;2117382.68;670160.25;5446;6292;3201;14;15;32;Running
1411.03;377.05;-167.27;2467430.47;1883066.05;541778.53;5476;6594;3384;14;16;30;Running
1314.43;192.65;-201.63;2314743.41;1909665.36;571521.43;5438;5772;3104;14;18;32;Running
1371.23;290.4;-165.12;2091542.61;1597225.64;574007.17;5154;5507;2811;12;15;28;Running
1301.83;327.22;-100.93;1912930.77;1165615.74;299410.0;4901;4883;2482;13;16;27;Running
1214.37;189.33;-149.07;2000760.1;1478696.42;427179.76;5233;4955;2788;14;17;26;Running
1357.33;293.37;-176.05;2010203.02;1383003.13;452237.65;5424;5279;3129;12;24;28;Running
1253.42;365.63;-111.23;2118716.41;1717413.4;379847.68;5425;5639;2454;13;20;28;Running
1428.4;303.52;-162.17;2208366.01;1459252.62;359396.14;5398;5080;2494;12;19;32;Running
1216.53;175.67;-205.22;2388225.62;1811517.89;409620.3;5602;5870;2583;14;19;26;Running
1363.93;292.63;-175.3;2133057.13;1759352.63;376788.11;5612;5645;2819;12;22;30;Running
1209.98;329.0;-120.05;2057041.12;1474216.67;278739.28;5061;5177;2156;14;19;29;Running
1425.95;251.95;-171.8;2242292.45;1288086.85;227044.56;5231;4717;1799;4;9;10;Running
-16.53;-11.93;1039.75;0.25;0.16;2.72;1;2;8;0;0;0;Stationary
-16.38;-11.58;1039.47;0.24;0.24;0.72;1;1;3;0;0;0;Stationary
-16.47;-11.53;1039.72;0.25;0.25;0.44;1;1;3;0;0;0;Stationary
-16.4;-11.48;1039.8;0.24;0.25;0.19;1;1;2;0;0;0;Stationary
-16.5;-11.5;1039.3;0.25;0.25;0.44;1;1;3;0;0;0;Stationary
-16.42;-11.58;1039.6;0.24;0.24;0.34;1;1;3;0;0;0;Stationary
-16.42;-11.65;1039.57;0.24;0.23;0.31;1;1;3;0;0;0;Stationary
-16.5;-11.9;1038.87;0.25;0.16;0.72;1;2;5;0;0;0;Stationary
-16.45;-12.17;1039.57;0.25;0.14;0.75;1;1;4;0;0;0;Stationary
-16.5;-12.15;1039.0;0.25;0.33;18.33;1;4;39;0;0;0;Stationary
-16.57;-11.87;1038.53;0.25;0.15;7.22;1;2;23;0;0;0;Stationary
-16.55;-11.97;1038.8;0.28;0.1;1.66;2;2;10;0;0;0;Stationary
-16.42;-11.93;1039.18;0.24;0.06;0.45;1;1;3;0;0;0;Stationary
-16.43;-12.02;1039.03;0.25;0.15;3.87;1;2;14;0;0;0;Stationary
-16.45;-11.83;1038.9;0.25;0.14;1.12;1;1;5;0;0;0;Stationary
-16.35;-11.93;1038.52;0.26;0.06;0.48;2;1;3;0;0;0;Stationary
35.35;61.1;381.18;5382.33;10653.02;865709.78;157;227;1979;1;1;1;Stationary
139.22;205.68;-934.48;0.2;0.72;1.48;2;4;7;0;0;0;Stationary
139.35;203.42;-934.88;0.73;16.18;12.54;4;26;24;0;0;0;Stationary
139.37;201.53;-935.18;0.33;1.32;1.45;2;6;5;0;0;0;Stationary
139.43;200.32;-935.32;0.41;3.48;6.18;3;9;12;0;0;0;Stationary
139.55;199.65;-935.65;0.28;1.36;1.16;2;7;7;0;0;0;Stationary
139.63;199.02;-935.62;0.23;0.65;1.57;1;3;5;0;0;0;Stationary
139.73;198.75;-935.75;0.2;0.65;1.89;1;4;9;0;0;0;Stationary
139.92;197.72;-935.85;0.48;4.37;15.56;4;14;36;0;0;0;Stationary
139.92;197.35;-935.95;0.11;0.29;0.41;2;3;2;0;0;0;Stationary
140.37;196.73;-936.05;0.4;1.8;4.51;3;7;15;0;0;0;Stationary
140.27;196.05;-936.3;0.4;6.11;7.74;3;15;17;0;0;0;Stationary
140.37;195.25;-936.6;0.37;4.55;3.61;3;12;14;0;0;0;Stationary
140.33;194.63;-936.57;0.26;1.37;5.35;2;6;16;0;0;0;Stationary
140.22;194.33;-936.75;0.27;2.12;2.79;2;7;8;0;0;0;Stationary
140.18;193.67;-937.02;0.18;2.69;8.62;2;11;27;0;0;0;Stationary
140.1;193.48;-937.72;0.09;0.25;0.37;1;1;3;0;0;0;Stationary
-624.37;58.45;-289.08;292206.8;9099.08;210222.78;1152;203;977;1;1;1;Stationary
-1006.7;-8.98;35.32;1.24;0.02;1.15;6;1;8;0;0;0;Stationary
-1006.7;-8.95;38.22;2.68;0.05;0.37;12;1;3;0;0;0;Stationary
-1006.58;-8.95;37.53;5.38;0.15;1.75;19;2;8;0;0;0;Stationary
-1006.75;-9.03;37.65;3.29;0.07;0.29;14;2;2;0;0;0;Stationary
-1006.62;-9.0;37.85;6.47;0.07;0.53;15;2;4;0;0;0;Stationary
-1006.57;-9.02;37.7;7.35;0.05;1.18;20;2;7;0;0;0;Stationary
-1006.58;-8.98;36.95;0.81;0.02;0.31;5;1;2;0;0;0;Stationary
-1006.72;-9.0;36.75;2.24;0.1;0.45;7;2;4;0;0;0;Stationary
-1006.67;-9.03;37.33;2.52;0.03;0.36;7;1;2;0;0;0;Stationary
-1006.63;-9.03;36.65;0.73;0.03;0.36;6;1;2;0;0;0;Stationary
-1006.63;-8.98;37.13;0.33;0.08;0.15;2;2;2;0;0;0;Stationary
-1006.6;-8.93;37.32;0.24;0.06;0.28;1;1;2;0;0;0;Stationary
-1006.6;-9.0;37.27;0.64;0.07;0.26;5;2;2;0;0;0;Stationary
-1006.58;-8.98;37.62;0.31;0.02;0.34;3;1;2;0;0;0;Stationary
-1006.53;-8.98;39.62;5.15;0.05;0.64;20;2;4;0;0;0;Stationary
-1006.6;-8.93;38.88;0.24;0.1;0.17;1;2;2;0;0;0;Stationary
-5.9;980.77;40.83;0.16;3.05;0.27;2;13;2;0;0;0;Stationary
-5.83;980.82;40.22;0.14;0.15;0.17;1;1;1;0;0;0;Stationary
-5.83;980.85;40.27;0.14;0.13;0.2;1;1;1;0;0;0;Stationary
-5.8;980.85;40.47;0.16;0.23;0.25;1;2;1;0;0;0;Stationary
-5.88;980.9;40.18;0.14;0.09;0.15;2;1;1;0;0;0;Stationary
-5.8;980.82;40.1;0.19;0.32;0.12;2;2;2;0;0;0;Stationary
-5.82;980.93;40.08;0.15;0.06;0.08;1;1;1;0;0;0;Stationary
-5.82;980.87;40.23;0.15;0.12;0.18;1;1;1;0;0;0;Stationary
-5.78;980.95;40.5;0.17;0.05;0.25;1;1;1;0;0;0;Stationary
-5.8;980.9;40.62;0.16;0.12;0.24;1;2;1;0;0;0;Stationary
-5.83;980.88;40.85;0.14;10.5;0.43;1;24;4;0;0;0;Stationary
-5.85;980.88;40.75;0.13;5.27;0.29;1;18;3;0;0;0;Stationary
-5.88;980.95;41.02;0.1;2.38;0.18;1;11;2;0;0;0;Stationary
-5.87;980.78;40.93;0.15;5.57;0.33;2;17;3;0;0;0;Stationary
-5.83;980.95;41.32;0.37;82.68;2.55;2;52;9;0;0;0;Stationary
-5.77;980.62;41.57;0.21;22.07;0.51;2;25;4;0;0;0;Stationary
324.72;647.97;55.22;218417.5;221717.03;396.87;995;1026;46;1;1;0;Stationary
985.82;-17.98;83.1;0.52;0.02;0.32;4;1;2;0;0;0;Stationary
985.8;-17.95;83.52;1.49;0.15;0.35;7;2;3;0;0;0;Stationary
985.83;-17.98;83.6;0.34;0.05;0.24;3;2;1;0;0;0;Stationary
985.83;-17.95;83.4;0.24;0.08;0.24;2;2;1;0;0;0;Stationary
985.87;-17.9;83.62;0.32;0.09;0.24;2;1;1;0;0;0;Stationary
985.88;-17.93;83.6;0.2;0.06;0.24;2;1;1;0;0;0;Stationary
985.82;-17.97;83.43;0.15;0.07;0.25;1;2;1;0;0;0;Stationary
985.83;-17.92;83.38;0.87;0.08;0.3;6;1;2;0;0;0;Stationary
985.77;-17.85;83.62;4.41;0.23;0.4;14;2;3;0;0;0;Stationary
985.9;-17.8;83.7;1.66;0.16;0.28;8;1;2;0;0;0;Stationary
985.8;-17.85;82.87;0.59;0.13;0.28;4;1;2;0;0;0;Stationary
985.77;-17.78;82.63;7.51;0.44;0.47;13;4;3;0;0;0;Stationary
985.83;-17.75;82.8;77.81;0.89;3.46;76;6;14;0;0;0;Stationary
986.02;-17.53;83.12;48.88;1.88;7.24;63;10;23;0;0;0;Stationary
985.7;-17.48;82.5;13.88;1.18;3.42;24;6;13;0;0;0;Stationary
985.93;-17.4;82.63;357.6;4.57;25.9;135;12;32;0;0;0;Stationary
657.38;391.37;458.17;54086.9;83978.37;71212.77;549;687;633;0;1;0;Stationary
440.68;590.03;685.97;4816.65;7443.87;6979.7;301;442;403;0;0;0;Stationary
447.68;547.13;726.4;1462.12;3607.08;2827.97;174;284;236;0;0;0;Stationary
441.07;539.25;733.73;469.36;2505.79;1330.2;82;210;183;0;0;0;Stationary
440.28;542.5;730.0;2007.47;2986.05;913.87;222;259;149;0;0;0;Stationary
447.62;493.07;761.42;5834.3;4795.53;5037.88;347;307;408;0;0;0;Stationary
106.88;46.77;973.32;41391.67;71439.71;10346.15;770;857;484;10;3;0;Stationary
86.87;22.03;977.5;21306.32;94660.73;15273.08;623;1072;674;8;3;0;Stationary
-77.58;177.6;1016.27;674.71;1963.07;1867.3;149;191;222;0;0;0;Stationary
-23.58;75.55;1032.48;3374.84;3638.95;4075.05;280;316;358;16;14;0;Stationary
247.33;-198.62;957.35;28662.32;30859.37;9811.39;546;577;369;7;8;0;Stationary
423.13;-430.7;835.48;487.95;547.08;579.78;99;115;105;0;0;0;Stationary
176.48;72.88;1001.78;4904.42;25006.07;1391.74;268;567;158;0;1;0;Stationary
154.78;75.55;1021.97;129.9;600.75;640.9;52;111;93;0;0;0;Stationary
199.92;-82.72;1008.77;1267.91;12099.6;1147.68;115;319;140;0;1;0;Stationary
202.0;-205.6;996.08;423.07;794.34;654.48;103;155;140;0;0;0;Stationary
199.13;-204.05;998.45;26.32;49.68;52.71;25;31;27;0;0;0;Stationary
-228.42;-512.97;835.37;6695.04;6798.83;27756.1;419;511;1135;0;0;2;Stationary
-272.75;-507.97;867.17;4005.85;4749.0;11071.67;291;264;485;0;0;0;Stationary
-188.43;-421.63;928.72;2699.08;2391.3;7728.24;286;219;611;0;0;0;Stationary
-474.32;-429.63;672.57;96508.18;9849.9;107709.01;948;384;1059;2;0;0;Stationary
-883.33;-488.43;-16.35;971.36;2653.35;2957.89;137;183;215;0;0;4;Stationary
-927.28;-399.5;-20.33;65.3;73.45;85.59;41;38;40;0;0;0;Stationary
-966.87;-267.17;81.55;1743.18;6048.67;5800.88;245;296;222;0;0;7;Stationary
-974.63;-245.23;130.28;61.37;15.28;41.87;45;18;29;0;0;0;Stationary
-985.48;-160.22;156.75;1425.38;5161.2;834.09;256;190;109;0;0;0;Stationary
-992.53;-128.87;155.27;110.65;101.78;144.43;47;46;63;0;0;0;Stationary
-992.02;-114.7;179.78;786.45;274.31;891.77;143;60;145;0;0;0;Stationary
-980.22;-158.97;205.22;1262.4;1582.37;8094.57;172;231;371;0;0;0;Stationary
-741.63;-193.22;600.13;50205.73;5785.8;59630.58;788;337;814;0;0;0;Stationary
83.33;12.28;1006.05;53950.39;17514.64;9236.15;867;759;474;3;17;0;Stationary
186.22;42.02;1011.5;754.64;12087.65;1732.22;138;369;160;0;5;0;Stationary
173.38;-107.62;1016.73;168.37;817.17;222.93;79;110;79;0;0;0;Stationary
74.72;47.85;963.15;9516.64;119142.29;5918.59;391;993;314;4;1;0;Stationary
-75.48;584.25;834.83;71.12;566.89;127.24;38;177;78;0;0;0;Stationary
-40.32;649.43;781.37;1424.22;4057.91;2195.63;200;376;305;4;0;0;Stationary
-108.95;468.12;901.88;2834.38;9579.64;7988.04;275;402;505;2;0;0;Stationary
-64.27;473.78;908.48;244.56;1289.0;1323.42;91;189;247;0;0;0;Stationary
-92.17;434.5;921.77;5264.87;8608.95;4172.28;370;372;317;4;0;0;Stationary
-69.88;449.55;924.47;3934.77;6656.18;6819.55;334;474;640;6;0;0;Stationary
-71.07;467.42;912.07;268.36;854.98;1285.93;100;183;215;0;0;0;Stationary
-69.33;466.32;913.57;128.79;784.48;1095.91;53;167;195;0;0;0;Stationary
-62.5;497.3;894.78;303.42;795.81;2648.64;82;169;270;0;0;0;Stationary
-65.15;489.38;901.72;96.69;482.57;921.0;47;116;165;0;0;0;Stationary
-66.8;477.25;907.42;119.13;446.92;948.48;61;132;156;0;0;0;Stationary
-66.75;467.08;912.6;101.82;418.68;788.81;50;106;130;0;0;0;Stationary
-65.18;459.08;917.87;235.55;774.41;1321.75;121;188;188;0;0;0;Stationary
-73.92;408.98;942.0;2421.81;854.78;1138.97;325;129;165;2;0;0;Stationary
-72.45;415.2;939.07;479.98;601.76;1024.2;123;121;199;0;0;0;Stationary
-87.95;454.87;917.18;929.08;1583.58;752.95;123;158;122;0;0;0;Stationary
-0.33;660.18;733.77;16989.09;24922.58;21240.85;535;570;473;2;0;0;Stationary
-787.48;500.75;204.98;41997.78;32491.62;18461.05;809;735;496;0;0;0;Stationary
-865.33;471.22;124.03;12533.99;15365.84;5158.07;409;341;308;0;0;0;Stationary
-699.57;592.38;400.13;5511.71;4108.17;3600.62;265;279;248;0;0;0;Stationary
-748.05;570.02;362.83;292.45;605.28;206.37;88;111;82;0;0;0;Stationary
-733.87;588.02;361.18;25.28;72.02;15.88;33;59;22;0;0;0;Stationary
-728.67;590.9;366.75;46.22;130.92;58.29;44;58;31;0;0;0;Stationary
-618.78;682.73;315.58;19634.3;11864.0;29224.41;480;343;677;0;0;1;Stationary
-701.68;653.72;199.97;8430.92;10871.0;21917.53;354;441;484;0;0;7;Stationary
-728.37;537.93;460.88;1230.43;925.53;564.7;166;160;105;0;0;0;Stationary
-717.55;542.9;462.82;22.28;24.76;51.02;26;27;31;0;0;0;Stationary
-722.7;549.45;445.03;21.11;30.91;52.37;32;30;41;0;0;0;Stationary
-715.38;502.4;511.53;3002.8;4775.77;9731.65;290;281;467;0;0;0;Stationary
-656.48;426.57;648.6;956.85;629.21;1163.27;134;127;222;0;0;0;Stationary
-605.88;482.98;667.37;3249.87;3382.95;5028.27;344;335;358;0;0;0;Stationary
-597.53;500.25;658.65;996.88;1745.49;2486.09;165;203;255;0;0;0;Stationary
-697.98;516.42;528.72;5792.08;3725.08;12917.87;292;255;408;0;0;0;Stationary
-127.38;405.9;933.65;6618.64;15847.39;15304.89;480;579;649;2;0;0;Stationary
-111.1;360.47;963.25;4798.06;6204.68;11437.85;283;367;574;4;0;0;Stationary
-102.35;353.63;960.75;2277.69;3873.1;7835.19;236;302;556;0;0;0;Stationary
-74.65;380.62;959.28;5213.26;2794.7;2146.7;303;247;188;10;0;0;Stationary
-103.23;393.18;954.48;5744.95;2751.05;1885.05;326;233;227;4;0;0;Stationary
-441.02;628.12;431.45;223156.05;43399.07;41092.75;1416;941;899;3;0;0;Stationary
-294.3;414.3;856.8;13999.04;13911.78;8161.56;702;451;515;0;0;0;Stationary
-645.68;496.7;221.53;112268.98;40790.14;152306.85;1014;753;1321;0;0;3;Stationary
-714.95;231.82;-583.03;22386.21;13583.98;33187.5;474;510;566;0;2;0;Stationary
-439.02;1.2;-872.42;1093.22;2191.56;2144.14;175;313;266;0;13;0;Stationary
-417.53;3.53;-882.82;670.98;5038.08;604.92;136;316;141;0;6;0;Stationary
-427.53;54.32;-876.88;16.15;34.25;25.3;16;30;23;0;0;0;Stationary
-435.0;183.02;-844.67;501.47;17101.55;2246.72;133;374;194;0;0;0;Stationary
-413.45;307.73;-825.63;82.91;660.56;234.6;40;98;73;0;0;0;Stationary
-428.77;149.28;-862.67;236.58;2580.3;466.69;70;217;89;0;0;0;Stationary
-414.43;117.8;-876.82;13.55;75.69;30.88;19;40;25;0;0;0;Stationary
-317.02;129.35;-230.85;24138.42;3610.29;799891.79;419;398;2017;0;2;1;Stationary
-104.28;176.87;1017.05;50.54;689.35;24.65;33;114;26;0;0;0;Stationary
-92.17;288.85;986.83;7007.27;12322.46;6553.44;467;566;575;4;2;0;Stationary
-93.27;378.27;955.08;86.8;444.36;258.31;41;108;111;0;0;0;Stationary
-94.1;390.55;948.27;51.46;673.45;140.93;42;129;71;0;0;0;Stationary
-92.38;397.22;946.1;159.4;1436.7;416.52;67;173;123;0;0;0;Stationary
-93.78;377.58;955.07;52.57;441.98;163.8;39;88;95;0;0;0;Stationary
-107.9;352.92;966.72;786.86;607.58;488.2;140;135;143;0;0;0;Stationary
-157.75;204.5;999.37;11681.05;5787.92;2154.2;532;492;329;6;2;0;Stationary
-102.07;293.05;985.37;1269.36;1164.85;413.93;165;170;102;2;0;0;Stationary
-118.1;346.02;962.6;4758.22;2617.05;1313.24;262;244;191;0;0;0;Stationary
-174.4;374.2;945.42;1248.34;225.33;457.64;122;83;166;0;0;0;Stationary
-148.5;384.85;945.2;33.92;16.73;16.39;26;21;21;0;0;0;Stationary
-151.5;385.62;944.5;11.68;3.84;6.42;17;8;12;0;0;0;Stationary
-145.25;387.52;944.55;33.12;99.32;57.05;25;96;61;0;0;0;Stationary
-140.67;390.32;944.17;54.59;55.65;25.57;28;41;34;0;0;0;Stationary
-120.3;413.43;936.6;238.98;214.15;22.17;60;54;23;0;0;0;Stationary
-89.43;409.08;940.77;87.41;266.24;80.18;55;79;45;0;0;0;Stationary
-84.87;413.32;940.28;19.85;29.52;16.0;24;24;21;0;0;0;Stationary
-95.05;400.97;944.8;12.31;10.5;5.03;21;18;13;0;0;0;Stationary
-95.63;399.7;945.9;3.97;1.94;2.02;7;7;7;0;0;0;Stationary
-89.4;401.58;945.18;41.71;27.68;10.15;27;33;17;0;0;0;Stationary
-95.65;389.18;949.35;69.76;50.75;12.59;41;35;20;0;0;0;Stationary
-91.83;391.42;949.82;43.91;14.48;21.92;30;20;31;0;0;0;Stationary
-89.12;393.08;949.22;6.7;3.91;2.67;10;7;7;0;0;0;Stationary
-94.62;393.78;948.72;27.64;2.1;3.74;19;7;7;0;0;0;Stationary
-95.45;393.0;948.67;23.18;9.33;21.62;29;16;29;0;0;0;Stationary
-100.08;392.68;948.27;103.84;47.55;45.06;53;42;39;0;0;0;Stationary
-108.12;403.0;942.47;854.37;564.53;270.38;144;139;90;0;0;0;Stationary
-47.75;399.77;949.4;228.02;361.91;155.07;90;106;61;0;0;0;Stationary
-82.05;383.42;952.43;987.28;973.04;378.68;176;161;108;0;0;0;Stationary
-96.12;292.33;988.2;606.17;2224.39;993.36;120;158;176;0;0;0;Stationary
-72.78;352.67;967.7;17.27;8.89;15.88;16;16;20;0;0;0;Stationary
-68.95;360.52;965.05;6.51;18.28;20.41;14;19;21;0;0;0;Stationary
-67.98;362.35;964.45;6.55;23.33;18.41;12;24;21;0;0;0;Stationary
-25.48;401.48;945.02;2014.72;5570.35;2824.15;170;355;272;13;0;0;Stationary
166.48;505.87;840.27;15799.45;16909.22;23327.23;477;757;722;3;0;0;Stationary
200.65;826.32;535.3;2790.29;4899.88;6451.81;392;592;657;0;0;0;Stationary
255.98;799.23;534.92;5466.18;7232.05;4865.44;256;474;401;0;0;0;Stationary
329.78;766.2;549.98;1175.47;628.49;783.15;178;126;110;0;0;0;Stationary
-325.58;517.95;743.52;58887.78;67779.95;27138.38;861;1062;821;1;2;0;Stationary
-557.72;319.28;802.5;57.77;166.07;74.12;35;70;49;0;0;0;Stationary
-553.4;315.98;808.57;4.41;7.62;4.55;9;16;11;0;0;0;Stationary
-553.48;316.12;808.5;7.82;11.54;9.58;14;17;15;0;0;0;Stationary
-570.52;312.88;797.28;73.25;315.44;185.54;63;131;110;0;0;0;Stationary
-541.65;358.28;795.95;525.29;1014.77;64.38;80;105;43;0;0;0;Stationary
-435.52;455.42;799.12;6979.32;9277.78;3402.07;307;363;269;0;0;0;Stationary
-414.08;418.33;843.98;1173.81;1189.49;961.18;180;206;198;0;0;0;Stationary
-348.18;692.72;621.18;10896.38;13835.67;19348.78;395;527;460;0;0;0;Stationary
-502.48;402.18;754.45;69776.52;24189.72;12907.65;1066;651;476;1;0;0;Stationary
-50.45;310.62;950.02;26803.75;7588.54;12754.68;762;455;704;3;0;0;Stationary
-124.63;387.02;948.57;502.0;1710.75;1426.88;100;182;188;0;0;0;Stationary
-90.15;403.42;944.62;109.69;903.61;311.7;53;179;128;0;0;0;Stationary
-85.68;415.32;939.1;234.18;505.15;371.79;85;117;121;0;0;0;Stationary
-80.93;414.12;940.2;27.23;39.8;11.63;27;37;17;0;0;0;Stationary
-79.53;438.38;927.93;22.78;121.57;28.6;23;48;22;0;0;0;Stationary
-78.45;451.42;921.2;15.51;55.98;4.73;15;59;10;0;0;0;Stationary
-78.3;458.32;917.17;19.54;16.25;3.17;24;19;9;0;0;0;Stationary
-77.38;462.22;915.3;15.44;18.67;3.44;20;20;9;0;0;0;Stationary
-74.2;490.07;898.67;255.63;1537.06;799.19;109;180;196;0;0;0;Stationary
-77.07;491.13;897.97;95.56;749.25;167.67;65;123;66;0;0;0;Stationary
-82.28;468.28;911.73;34.94;403.54;122.1;34;119;90;0;0;0;Stationary
-127.97;390.8;931.37;10425.87;21090.73;6477.5;483;692;435;2;0;0;Stationary
-154.3;71.15;1009.93;16613.61;19020.63;3864.86;434;620;350;2;3;0;Stationary
-71.28;-541.23;875.13;7445.24;15712.98;7914.95;352;708;427;18;0;0;Stationary
-208.73;-768.88;644.17;7049.13;4685.34;3693.64;365;433;324;0;0;0;Stationary
-323.05;-905.03;346.55;12568.51;9771.43;14793.81;674;513;665;2;0;0;Stationary
20.53;-930.5;311.92;48995.62;5401.42;27041.64;706;478;629;1;0;4;Stationary
100.45;-910.1;439.67;421.98;2993.06;17451.39;148;243;475;0;0;0;Stationary
88.08;-866.78;551.1;61.61;99.04;134.86;48;60;73;0;0;0;Stationary
78.22;-856.62;569.22;54.97;105.87;358.0;31;38;78;0;0;0;Stationary
55.7;-930.67;238.97;11856.84;8815.16;109550.67;512;384;976;5;0;5;Stationary
-75.95;-989.02;-177.52;1695.38;966.05;2926.72;219;161;242;3;0;0;Stationary
-93.17;-1003.95;-19.27;3376.61;3524.68;17098.56;306;246;559;4;0;11;Stationary
-56.42;-1001.92;-70.82;9491.61;6676.31;6051.15;406;442;389;10;0;9;Stationary
-61.65;-1015.13;28.53;799.29;1554.85;2148.52;175;290;253;2;0;13;Stationary
20.83;-1011.6;37.75;10828.01;5537.87;15570.12;504;350;727;13;0;19;Stationary
-436.18;-845.28;-273.87;50174.08;19351.47;39904.42;806;661;1051;0;0;5;Stationary
-313.48;-936.52;-154.93;32687.75;9011.55;24776.53;644;492;697;0;0;8;Stationary
130.37;-963.8;194.92;15167.93;4273.23;36011.61;541;330;684;10;0;6;Stationary
-85.22;-846.25;575.4;3260.07;5493.59;9529.97;265;332;336;4;0;0;Stationary
-44.47;-773.65;687.12;105.65;75.83;92.84;49;51;49;0;0;0;Stationary
-47.63;-770.55;691.5;41.77;44.91;68.88;41;45;49;0;0;0;Stationary
-36.72;-797.85;639.25;2970.24;6426.79;12462.99;298;451;424;1;0;0;Stationary
-104.25;-997.0;185.5;17773.92;9386.0;6248.78;506;559;345;2;0;0;Stationary
60.6;-967.53;237.07;10940.01;42769.02;39452.46;561;890;916;7;0;4;Stationary
241.3;-890.33;-128.83;13017.21;39851.49;98139.14;372;1092;1370;0;0;3;Stationary
248.15;-384.47;-848.0;16046.06;3106.22;8900.3;534;296;526;0;0;0;Stationary
276.2;-460.23;-802.45;707.36;11943.35;5024.55;94;361;319;0;0;0;Stationary
245.57;-482.92;-811.32;51.08;57.11;84.32;33;53;66;0;0;0;Stationary
