A_X [mg];A_Y [mg];A_Z [mg];Y
-384;-87;277;jogging
-359;240;151;jogging
-495;411;177;jogging
-192;420;377;jogging
-100;408;303;jogging
-404;129;147;jogging
93;-453;160;jogging
-634;-1716;-82;jogging
-2451;-3006;-659;jogging
-1781;-2650;-899;jogging
-250;-1601;-372;jogging
-4;-1177;12;jogging
-21;-815;-86;jogging
214;-462;-145;jogging
369;-371;-139;jogging
577;-341;-468;jogging
685;-321;-711;jogging
358;-575;-502;jogging
71;-1558;-688;jogging
-504;-2678;-930;jogging
-1061;-3014;-823;jogging
-913;-2335;-751;jogging
-596;-1276;-322;jogging
-489;-557;210;jogging
-360;-54;232;jogging
-360;230;138;jogging
-567;306;143;jogging
-274;378;285;jogging
-345;328;188;jogging
-208;87;214;jogging
189;-498;278;jogging
-1193;-1864;-511;jogging
-2289;-3023;-982;jogging
-1367;-2610;-605;jogging
-260;-1687;-276;jogging
-71;-1188;-217;jogging
35;-756;-164;jogging
212;-440;-175;jogging
353;-345;-217;jogging
630;-303;-372;jogging
504;-214;-516;jogging
419;-489;-296;jogging
362;-1580;-680;jogging
-528;-2948;-970;jogging
-1464;-3259;-562;jogging
-1075;-2169;-257;jogging
-349;-938;135;jogging
-306;-339;294;jogging
-244;58;216;jogging
-470;316;207;jogging
-442;387;323;jogging
-143;402;332;jogging
-345;199;131;jogging
5;-183;150;jogging
-22;-932;15;jogging
-1517;-2191;-587;jogging
-2018;-2861;-639;jogging
-978;-2317;-139;jogging
-179;-1536;-35;jogging
-32;-1103;-118;jogging
17;-744;-157;jogging
295;-449;-238;jogging
567;-408;-359;jogging
753;-414;-611;jogging
587;-351;-534;jogging
325;-997;-474;jogging
-153;-2322;-873;jogging
-1056;-3274;-1066;jogging
-1520;-3000;-822;jogging
-1102;-1567;-256;jogging
-416;-392;255;jogging
-239;18;187;jogging
-226;263;35;jogging
-395;350;81;jogging
-221;322;178;jogging
-165;290;220;jogging
-383;123;149;jogging
138;-277;124;jogging
-768;-1420;-192;jogging
-2182;-2766;-527;jogging
-1809;-2745;-596;jogging
-655;-1847;-344;jogging
-113;-1268;-48;jogging
-61;-857;-89;jogging
152;-540;-178;jogging
290;-411;-317;jogging
615;-367;-484;jogging
635;-243;-603;jogging
371;-422;-405;jogging
218;-1355;-611;jogging
-462;-2729;-1066;jogging
-1530;-3483;-788;jogging
-1804;-2676;-399;jogging
-996;-1112;8;jogging
-478;-181;106;jogging
-386;144;83;jogging
-412;320;173;jogging
-472;363;141;jogging
-126;420;287;jogging
-169;375;303;jogging
-241;48;256;jogging
70;-619;198;jogging
-1295;-1932;-414;jogging
-2425;-2857;-732;jogging
-1392;-2404;-388;jogging
-503;-1638;-212;jogging
-158;-1203;-40;jogging
135;-812;-21;jogging
304;-574;-272;jogging
470;-421;-317;jogging
689;-267;-478;jogging
475;-218;-481;jogging
166;-721;-370;jogging
-7;-1921;-818;jogging
-690;-2886;-959;jogging
-1152;-2807;-593;jogging
-836;-1744;-303;jogging
-264;-696;88;jogging
-107;-218;215;jogging
-145;77;61;jogging
-429;273;17;jogging
-442;316;71;jogging
-49;293;308;jogging
-402;133;301;jogging
57;-276;130;jogging
-401;-1322;-239;jogging
-2390;-2733;-798;jogging
-2223;-2860;-846;jogging
-648;-1762;-395;jogging
2;-1069;-99;jogging
-12;-733;-157;jogging
215;-436;-157;jogging
446;-317;-130;jogging
695;-310;-378;jogging
722;-249;-588;jogging
389;-446;-541;jogging
88;-1473;-640;jogging
-540;-2776;-890;jogging
-1288;-3195;-927;jogging
-1370;-2340;-690;jogging
-566;-1059;-61;jogging
-188;-371;297;jogging
-172;-117;262;jogging
-231;112;210;jogging
-562;239;100;jogging
-196;323;268;jogging
-302;279;235;jogging
-192;3;228;jogging
47;-640;18;jogging
-1510;-2098;-797;jogging
-2434;-3095;-1035;jogging
-1196;-2391;-489;jogging
-165;-1432;-104;jogging
28;-989;-148;jogging
238;-648;-155;jogging
279;-434;-288;jogging
389;-329;-372;jogging
713;-261;-522;jogging
582;-247;-584;jogging
278;-637;-331;jogging
252;-1853;-774;jogging
-463;-3185;-1099;jogging
-1527;-3317;-829;jogging
-1279;-1959;-495;jogging
-433;-551;42;jogging
-168;-57;340;jogging
-136;155;174;jogging
-365;297;29;jogging
-394;307;128;jogging
-69;297;279;jogging
-420;149;242;jogging
101;-141;185;jogging
40;-1024;-38;jogging
-1975;-2430;-672;jogging
-2074;-2844;-906;jogging
-887;-2123;-428;jogging
-303;-1504;-52;jogging
-81;-1054;-98;jogging
180;-648;-147;jogging
418;-434;-102;jogging
582;-313;-249;jogging
798;-213;-258;jogging
541;-357;-117;jogging
134;-1378;-621;jogging
-563;-2846;-1078;jogging
-1482;-3465;-708;jogging
-1556;-2481;-442;jogging
-659;-904;-249;jogging
-136;-243;212;jogging
-180;-121;305;jogging
-177;105;165;jogging
-487;238;73;jogging
-162;350;216;jogging
-171;366;226;jogging
-150;156;177;jogging
322;-387;191;jogging
-1037;-1684;-272;jogging
-2188;-2866;-684;jogging
-1563;-2687;-558;jogging
-604;-1843;-5;jogging
-101;-1215;136;jogging
54;-777;-69;jogging
101;-476;-98;jogging
278;-291;-102;jogging
597;-240;-304;jogging
666;-184;-665;jogging
552;-293;-493;jogging
436;-1233;-633;jogging
-350;-2755;-1072;jogging
-1652;-3483;-957;jogging
-1652;-2547;-608;jogging
-593;-1063;-33;jogging
-238;-439;377;jogging
-211;-156;300;jogging
-224;153;130;jogging
-516;286;70;jogging
-196;392;182;jogging
-193;327;197;jogging
-100;116;244;jogging
544;-353;349;jogging
-1040;-1714;-370;jogging
-2509;-3068;-1026;jogging
-1553;-2807;-663;jogging
-351;-1797;-17;jogging
-16;-1149;61;jogging
186;-630;-138;jogging
399;-365;-177;jogging
377;-282;-365;jogging
734;-147;-615;jogging
692;-90;-685;jogging
476;-313;-196;jogging
614;-1259;-521;jogging
-376;-2897;-1351;jogging
-1665;-3650;-975;jogging
-1249;-2608;-563;jogging
-427;-1211;-225;jogging
-307;-499;319;jogging
-134;-49;391;jogging
-240;326;114;jogging
-410;446;130;jogging
-129;497;331;jogging
-213;460;300;jogging
-76;192;293;jogging
133;-512;179;jogging
-1452;-2164;-406;jogging
-2603;-3428;-798;jogging
-1441;-2798;-628;jogging
-214;-1557;-233;jogging
213;-875;59;jogging
426;-462;-73;jogging
446;-335;-229;jogging
461;-389;-297;jogging
699;-359;-651;jogging
494;-370;-609;jogging
199;-905;-412;jogging
7;-2098;-878;jogging
-873;-3116;-1205;jogging
-1301;-2938;-907;jogging
-685;-1693;-277;jogging
-287;-692;265;jogging
-284;-203;250;jogging
-187;155;89;jogging
-466;332;150;jogging
-462;419;258;jogging
-129;393;267;jogging
-310;198;133;jogging
140;-267;215;jogging
-339;-1341;-69;jogging
-2054;-2734;-634;jogging
-2077;-2959;-660;jogging
-712;-2007;-265;jogging
-61;-1354;-41;jogging
-142;-1024;-195;jogging
91;-645;-132;jogging
263;-381;-165;jogging
638;-312;-356;jogging
868;-240;-571;jogging
594;-211;-467;jogging
557;-817;-403;jogging
121;-2205;-894;jogging
-995;-3398;-909;jogging
-1680;-3174;-880;jogging
-1050;-1730;-494;jogging
-495;-562;153;jogging
-337;-60;208;jogging
-254;271;96;jogging
-461;402;136;jogging
-218;452;346;jogging
-220;412;259;jogging
-25;137;260;jogging
291;-408;329;jogging
-1184;-1814;-292;jogging
-2416;-3091;-789;jogging
-1481;-2670;-477;jogging
-451;-1612;-141;jogging
-28;-1006;-22;jogging
88;-630;3;jogging
116;-398;-143;jogging
384;-340;-213;jogging
629;-416;-494;jogging
584;-374;-651;jogging
454;-522;-459;jogging
350;-1498;-700;jogging
-435;-2719;-810;jogging
-1441;-3214;-648;jogging
-1381;-2227;-490;jogging
-495;-800;6;jogging
-173;-279;223;jogging
-211;-96;120;jogging
-279;85;196;jogging
-558;176;193;jogging
-223;243;320;jogging
-352;233;264;jogging
-276;54;235;jogging
364;-436;335;jogging
-1011;-1693;-251;jogging
-2403;-2713;-884;jogging
-1424;-2231;-720;jogging
-440;-1557;-133;jogging
-324;-1335;26;jogging
-392;-1091;-148;jogging
-110;-622;-108;jogging
545;-321;-115;jogging
1018;-431;-564;jogging
1093;-359;-664;jogging
601;-599;-605;jogging
341;-1884;-1326;jogging
-486;-3484;-1181;jogging
-1730;-3647;-1014;jogging
-1308;-2259;-905;jogging
-617;-974;181;jogging
-714;-206;264;jogging
-560;395;-165;jogging
-671;595;-50;jogging
-351;598;369;jogging
-110;556;326;jogging
-428;251;68;jogging
60;-230;338;jogging
-648;-1491;-4;jogging
-2417;-3091;-660;jogging
-1743;-3018;-85;jogging
-281;-1834;382;jogging
-65;-1166;-2;jogging
141;-789;-179;jogging
270;-526;-162;jogging
432;-488;-385;jogging
912;-405;-753;jogging
759;-354;-653;jogging
379;-725;-444;jogging
122;-2026;-892;jogging
-1160;-3603;-764;jogging
-1996;-3469;-349;jogging
-1168;-1730;-221;jogging
-424;-433;259;jogging
-100;15;346;jogging
-13;224;164;jogging
-448;294;31;jogging
-465;352;144;jogging
-122;448;251;jogging
-478;256;57;jogging
-122;-96;193;jogging
53;-1011;125;jogging
-1916;-2742;-625;jogging
-2376;-3280;-726;jogging
-749;-2107;-72;jogging
43;-1216;113;jogging
35;-903;-40;jogging
178;-551;-102;jogging
350;-420;-200;jogging
633;-380;-482;jogging
930;-283;-716;jogging
368;-387;-420;jogging
260;-984;-398;jogging
212;-2314;-1110;jogging
-1053;-3454;-988;jogging
-1616;-2931;-319;jogging
-855;-1347;-183;jogging
-247;-348;128;jogging
-152;6;224;jogging
-201;230;55;jogging
-524;291;64;jogging
-285;320;258;jogging
-268;244;269;jogging
-353;-27;212;jogging
253;-538;314;jogging
-990;-1821;-388;jogging
-2344;-3044;-1045;jogging
-1490;-2698;-703;jogging
-380;-1684;-151;jogging
-58;-1009;-20;jogging
178;-492;-105;jogging
292;-247;-177;jogging
352;-143;-330;jogging
880;-143;-468;jogging
745;-208;-587;jogging
398;-532;-479;jogging
298;-1647;-734;jogging
-581;-3180;-1023;jogging
-1620;-3725;-888;jogging
-1632;-2559;-730;jogging
-838;-878;-18;jogging
-375;-29;314;jogging
-153;263;196;jogging
-359;422;150;jogging
-362;444;168;jogging
-104;451;289;jogging
-287;344;271;jogging
78;27;341;jogging
-383;-944;-37;jogging
-2114;-2605;-719;jogging
-2425;-3239;-769;jogging
-1125;-2279;-318;jogging
-158;-1275;-48;jogging
112;-768;-25;jogging
230;-445;-66;jogging
385;-356;-185;jogging
601;-374;-352;jogging
710;-324;-554;jogging
413;-356;-406;jogging
232;-1019;-447;jogging
-269;-2586;-921;jogging
-1542;-3678;-988;jogging
-1757;-2904;-698;jogging
-950;-1312;-183;jogging
-533;-328;114;jogging
-383;123;89;jogging
-321;388;99;jogging
-529;461;184;jogging
-337;494;352;jogging
-154;462;346;jogging
-278;212;257;jogging
182;-319;220;jogging
-911;-1640;-313;jogging
-2636;-3056;-896;jogging
-1964;-2888;-702;jogging
-557;-1799;-230;jogging
-120;-1186;-46;jogging
-66;-776;-105;jogging
139;-479;-207;jogging
270;-377;-371;jogging
723;-284;-551;jogging
777;-223;-690;jogging
206;-363;-429;jogging
298;-1151;-430;jogging
58;-2528;-931;jogging
-1216;-3339;-680;jogging
-1626;-2680;-401;jogging
-772;-1261;-119;jogging
-373;-419;338;jogging
-309;-139;389;jogging
-345;149;206;jogging
-535;313;146;jogging
-185;401;317;jogging
-163;426;192;jogging
-83;173;305;jogging
265;-430;273;jogging
-1320;-1999;-498;jogging
-2739;-3306;-695;jogging
-1411;-2667;-201;jogging
-204;-1573;-35;jogging
-72;-1053;-26;jogging
172;-628;-23;jogging
234;-398;-231;jogging
359;-360;-363;jogging
763;-297;-524;jogging
651;-245;-565;jogging
374;-514;-374;jogging
342;-1589;-574;jogging
-614;-2985;-841;jogging
-1800;-3358;-765;jogging
-1387;-2159;-526;jogging
-436;-815;-21;jogging
-337;-308;331;jogging
-244;-15;277;jogging
-352;192;203;jogging
-676;289;202;jogging
-174;404;306;jogging
-309;325;198;jogging
-352;-40;228;jogging
100;-830;150;jogging
-1576;-2417;-682;jogging
-2885;-3394;-1099;jogging
-1379;-2464;-491;jogging
-161;-1356;145;jogging
-22;-848;32;jogging
260;-486;-267;jogging
379;-365;-251;jogging
570;-344;-383;jogging
646;-338;-577;jogging
269;-454;-445;jogging
36;-1013;-575;jogging
-321;-2224;-973;jogging
-1098;-3282;-842;jogging
-1428;-2921;-687;jogging
-933;-1600;-327;jogging
-426;-626;294;jogging
-299;-124;260;jogging
-295;162;93;jogging
-406;282;86;jogging
-240;322;238;jogging
-138;330;239;jogging
-313;206;96;jogging
9;-177;193;jogging
-374;-1204;-122;jogging
-1761;-2593;-732;jogging
-1703;-2918;-696;jogging
-621;-2083;-325;jogging
-81;-1350;-175;jogging
50;-926;-92;jogging
87;-555;-119;jogging
190;-353;-221;jogging
450;-299;-395;jogging
674;-262;-548;jogging
533;-279;-395;jogging
354;-946;-479;jogging
-142;-2214;-820;jogging
-838;-3151;-784;jogging
-1215;-2990;-760;jogging
-1019;-1827;-494;jogging
-447;-684;165;jogging
-278;-79;179;jogging
-185;237;12;jogging
-373;331;86;jogging
-343;311;270;jogging
-227;271;347;jogging
-401;109;171;jogging
-134;-221;143;jogging
-611;-1136;-257;jogging
-1747;-2516;-829;jogging
-1919;-2992;-526;jogging
-1080;-2178;-112;jogging
-268;-1276;-202;jogging
-2;-819;-139;jogging
134;-532;-74;jogging
333;-366;-196;jogging
447;-282;-380;jogging
598;-205;-590;jogging
419;-211;-457;jogging
293;-699;-281;jogging
120;-1949;-859;jogging
-906;-3262;-1118;jogging
-1651;-3265;-657;jogging
-1190;-1864;-437;jogging
-459;-601;53;jogging
-266;-100;290;jogging
-103;117;136;jogging
-338;229;88;jogging
-410;305;146;jogging
-111;367;283;jogging
-381;234;208;jogging
59;-45;292;jogging
2;-768;4;jogging
-1799;-2301;-731;jogging
-2216;-3085;-624;jogging
-1095;-2378;64;jogging
-438;-1575;230;jogging
-75;-1105;150;jogging
-15;-730;128;jogging
128;-489;-3;jogging
319;-351;-213;jogging
675;-270;-423;jogging
561;-239;-458;jogging
247;-432;-75;jogging
509;-1365;-425;jogging
-305;-2891;-1133;jogging
-1619;-3601;-458;jogging
-1658;-2620;-88;jogging
-761;-994;-29;jogging
-296;-150;336;jogging
-193;115;325;jogging
-281;337;173;jogging
-395;376;108;jogging
-131;398;297;jogging
-318;356;222;jogging
-159;59;218;jogging
-21;-652;73;jogging
-1705;-2253;-535;jogging
-2688;-3353;-631;jogging
-1328;-2500;-176;jogging
-216;-1348;-4;jogging
-51;-975;-104;jogging
-35;-691;-88;jogging
137;-428;-170;jogging
304;-338;-336;jogging
562;-299;-539;jogging
626;-293;-617;jogging
195;-483;-335;jogging
154;-1286;-437;jogging
-238;-2638;-930;jogging
-1354;-3445;-819;jogging
-1451;-2603;-478;jogging
-553;-1206;-74;jogging
-233;-564;318;jogging
-199;-213;278;jogging
-246;114;169;jogging
-532;325;74;jogging
-201;438;214;jogging
-153;439;282;jogging
-166;247;273;jogging
306;-263;230;jogging
-858;-1644;-362;jogging
-2468;-3168;-817;jogging
-1723;-2985;-492;jogging
-383;-1825;-44;jogging
-76;-1147;-18;jogging
117;-722;-52;jogging
242;-442;-153;jogging
301;-382;-275;jogging
648;-291;-469;jogging
688;-217;-555;jogging
380;-421;-237;jogging
278;-1323;-522;jogging
-263;-2716;-827;jogging
-1163;-3487;-806;jogging
-1432;-2778;-795;jogging
-950;-1263;-193;jogging
-426;-256;282;jogging
-340;174;210;jogging
-355;393;242;jogging
-408;421;283;jogging
-110;448;266;jogging
-194;380;241;jogging
-53;107;276;jogging
-57;-680;31;jogging
-1861;-2317;-581;jogging
-2453;-3286;-414;jogging
-1311;-2510;-33;jogging
-294;-1507;-183;jogging
-10;-1024;-185;jogging
84;-605;-17;jogging
326;-376;-104;jogging
418;-312;-365;jogging
705;-265;-534;jogging
507;-244;-396;jogging
332;-589;-228;jogging
302;-1804;-696;jogging
-960;-3435;-885;jogging
-2011;-3554;-527;jogging
-1183;-1906;-282;jogging
-332;-620;118;jogging
-244;-198;251;jogging
-53;109;150;jogging
-364;284;77;jogging
-468;352;136;jogging
-175;396;181;jogging
-241;279;159;jogging
145;-4;337;jogging
-156;-903;-4;jogging
-1823;-2459;-632;jogging
-2271;-3193;-328;jogging
-1084;-2425;179;jogging
-184;-1449;45;jogging
3;-956;-93;jogging
146;-589;-80;jogging
305;-378;-160;jogging
383;-299;-375;jogging
723;-186;-537;jogging
555;-171;-361;jogging
389;-588;-217;jogging
204;-2010;-652;jogging
-1083;-3703;-772;jogging
-1772;-3606;-410;jogging
-1035;-1927;-306;jogging
-426;-658;89;jogging
-358;-58;256;jogging
-172;294;160;jogging
-382;440;165;jogging
-389;520;213;jogging
-73;479;298;jogging
-327;293;183;jogging
-13;-118;281;jogging
-316;-1221;66;jogging
-2130;-2870;-282;jogging
-2242;-3162;-192;jogging
-660;-2037;-79;jogging
-73;-1292;-76;jogging
-15;-901;-13;jogging
258;-535;-18;jogging
409;-423;-229;jogging
570;-429;-363;jogging
715;-375;-607;jogging
363;-396;-472;jogging
87;-981;-270;jogging
-93;-2285;-741;jogging
-939;-3319;-823;jogging
-1284;-3011;-477;jogging
-751;-1741;-182;jogging
-331;-732;188;jogging
-212;-207;261;jogging
-149;165;150;jogging
-423;338;135;jogging
-444;412;162;jogging
-110;436;234;jogging
-378;290;154;jogging
10;-68;260;jogging
-35;-1037;61;jogging
-1724;-2613;-470;jogging
-2263;-3213;-406;jogging
-1013;-2294;-32;jogging
-157;-1360;118;jogging
-65;-884;1;jogging
166;-558;-134;jogging
266;-475;-315;jogging
572;-451;-430;jogging
813;-327;-590;jogging
388;-384;-389;jogging
235;-1060;-329;jogging
-159;-2518;-966;jogging
-1335;-3687;-690;jogging
-1612;-3157;-422;jogging
-815;-1632;-368;jogging
-473;-640;156;jogging
-409;-159;274;jogging
-379;259;156;jogging
-570;514;112;jogging
-286;613;243;jogging
-58;565;308;jogging
-207;311;258;jogging
239;-158;401;jogging
-479;-1410;-102;jogging
-2202;-2983;-735;jogging
-1801;-3107;-190;jogging
-478;-2046;215;jogging
-4;-1286;21;jogging
125;-865;-38;jogging
166;-701;-124;jogging
275;-671;-271;jogging
692;-480;-623;jogging
610;-409;-680;jogging
58;-667;-226;jogging
117;-1472;-496;jogging
-303;-2706;-858;jogging
-1359;-3360;-505;jogging
-1412;-2457;-179;jogging
-580;-984;147;jogging
-182;-264;362;jogging
-139;55;197;jogging
-180;252;78;jogging
-449;316;66;jogging
-138;423;204;jogging
-266;370;125;jogging
-242;159;164;jogging
126;-391;200;jogging
-1283;-1963;-342;jogging
-2481;-3358;-284;jogging
-1617;-2884;306;jogging
-394;-1688;355;jogging
-47;-1031;4;jogging
95;-656;-53;jogging
285;-489;-107;jogging
394;-458;-351;jogging
549;-404;-544;jogging
391;-383;-594;jogging
97;-663;-299;jogging
49;-1676;-387;jogging
-389;-2862;-588;jogging
-1144;-3191;-244;jogging
-1085;-2317;-13;jogging
-440;-1001;72;jogging
-132;-302;209;jogging
-109;14;138;jogging
-253;266;86;jogging
-474;373;117;jogging
-100;473;211;jogging
-218;401;174;jogging
-149;85;206;jogging
259;-650;267;jogging
-1446;-2202;-199;jogging
-2368;-3275;-263;jogging
-1190;-2611;12;jogging
-283;-1598;-74;jogging
-62;-1097;-80;jogging
187;-659;-111;jogging
380;-458;-324;jogging
492;-378;-528;jogging
785;-238;-716;jogging
365;-297;-451;jogging
224;-866;-186;jogging
204;-2142;-909;jogging
-967;-3485;-1004;jogging
-1574;-3303;-378;jogging
-844;-1742;-286;jogging
-330;-622;170;jogging
-251;-117;335;jogging
-56;239;115;jogging
-389;395;10;jogging
-421;437;84;jogging
-147;470;235;jogging
-420;309;124;jogging
-43;-195;222;jogging
-241;-1273;51;jogging
-1975;-2876;-523;jogging
-2097;-3265;-464;jogging
-587;-2164;-18;jogging
-17;-1344;-28;jogging
-22;-994;-82;jogging
135;-644;-82;jogging
259;-469;-272;jogging
469;-365;-420;jogging
669;-297;-599;jogging
262;-383;-468;jogging
212;-980;-400;jogging
278;-2290;-785;jogging
-718;-3343;-622;jogging
-1314;-3054;-171;jogging
-930;-1726;-51;jogging
-448;-568;239;jogging
-315;-27;303;jogging
-222;271;98;jogging
-423;373;75;jogging
-281;369;138;jogging
-89;313;182;jogging
-382;74;148;jogging
318;-317;204;jogging
-546;-1495;-127;jogging
-2113;-2881;-434;jogging
-1567;-2792;-306;jogging
-524;-1872;-149;jogging
-151;-1425;-61;jogging
-199;-1130;-99;jogging
92;-776;-79;jogging
301;-569;-227;jogging
576;-449;-542;jogging
701;-301;-688;jogging
380;-335;-230;jogging
247;-1056;-305;jogging
-116;-2358;-954;jogging
-900;-3223;-524;jogging
-1217;-2794;-236;jogging
-770;-1499;-113;jogging
-229;-512;219;jogging
5;-124;169;jogging
-158;89;36;jogging
-418;231;-19;jogging
-304;321;126;jogging
-214;311;173;jogging
-155;147;178;jogging
164;-248;332;jogging
-731;-1439;-61;jogging
-2042;-2987;-423;jogging
-1723;-3130;-30;jogging
-643;-1987;84;jogging
29;-1153;-125;jogging
79;-768;-111;jogging
301;-521;-79;jogging
419;-390;-336;jogging
586;-253;-517;jogging
684;-126;-540;jogging
241;-329;-405;jogging
216;-1265;-439;jogging
-109;-2616;-919;jogging
-963;-3387;-579;jogging
-1212;-2801;-29;jogging
-546;-1379;170;jogging
-84;-402;457;jogging
-116;-32;377;jogging
-141;272;144;jogging
-351;420;58;jogging
-227;400;175;jogging
-136;336;254;jogging
-434;95;71;jogging
170;-351;137;jogging
-272;-1425;130;jogging
-2113;-2856;-262;jogging
-1759;-2996;-143;jogging
-447;-2009;94;jogging
-109;-1453;-30;jogging
-108;-1086;22;jogging
130;-811;-134;jogging
208;-446;-232;jogging
-7;38;1022;stationary
-10;40;1065;stationary
-9;38;972;stationary
-8;42;1053;stationary
-7;39;988;stationary
-7;39;1036;stationary
-8;37;1014;stationary
-8;37;1022;stationary
-8;37;1020;stationary
-7;37;1016;stationary
-6;38;1019;stationary
-4;40;1017;stationary
-5;42;1014;stationary
-6;42;1014;stationary
-6;40;1018;stationary
-5;40;1020;stationary
-5;41;1018;stationary
-6;40;1015;stationary
-7;37;1013;stationary
-8;37;1014;stationary
-7;40;1013;stationary
-4;42;1013;stationary
-4;43;1018;stationary
-6;42;1020;stationary
-7;40;1017;stationary
-7;38;1015;stationary
-5;38;1017;stationary
-4;40;1016;stationary
-5;41;1015;stationary
-7;40;1018;stationary
-9;38;1021;stationary
-8;41;1018;stationary
-8;41;1015;stationary
-9;38;1018;stationary
-8;39;1019;stationary
-5;41;1015;stationary
-4;39;1013;stationary
-6;38;1016;stationary
-7;41;1018;stationary
-7;42;1017;stationary
-7;39;1013;stationary
-7;36;1014;stationary
-7;37;1018;stationary
-6;38;1020;stationary
-6;39;1019;stationary
-6;40;1015;stationary
-7;40;1011;stationary
-7;40;1011;stationary
-6;41;1013;stationary
-6;41;1016;stationary
-6;41;1018;stationary
-6;42;1019;stationary
-5;43;1021;stationary
-5;43;1022;stationary
-6;42;1022;stationary
-7;41;1019;stationary
-8;39;1014;stationary
-8;39;1012;stationary
-8;40;1013;stationary
-7;40;1014;stationary
-4;38;1014;stationary
-3;37;1012;stationary
-4;38;1012;stationary
-5;39;1015;stationary
-4;38;1016;stationary
-3;38;1017;stationary
-4;38;1017;stationary
-5;38;1019;stationary
-3;37;1019;stationary
-3;38;1018;stationary
-4;38;1017;stationary
-6;38;1016;stationary
-6;39;1016;stationary
-6;40;1016;stationary
-6;40;1017;stationary
-7;38;1020;stationary
-6;38;1020;stationary
-4;38;1020;stationary
-4;37;1022;stationary
-5;37;1020;stationary
-7;38;1017;stationary
-7;38;1016;stationary
-6;39;1018;stationary
-6;40;1018;stationary
-6;40;1015;stationary
-5;40;1014;stationary
-5;40;1019;stationary
-7;41;1021;stationary
-9;39;1019;stationary
-9;37;1016;stationary
-7;37;1016;stationary
-9;37;1016;stationary
-10;36;1016;stationary
-8;37;1015;stationary
-6;39;1016;stationary
-5;39;1018;stationary
-7;38;1019;stationary
-7;39;1017;stationary
-4;40;1015;stationary
-4;38;1013;stationary
-5;38;1014;stationary
-7;40;1016;stationary
-5;41;1015;stationary
-3;41;1015;stationary
-5;39;1019;stationary
-8;38;1022;stationary
-8;38;1020;stationary
-5;38;1016;stationary
-6;39;1016;stationary
-10;39;1019;stationary
-10;37;1019;stationary
-6;36;1016;stationary
-6;38;1017;stationary
-10;43;1020;stationary
-10;43;1021;stationary
-9;41;1022;stationary
-9;39;1024;stationary
-8;39;1026;stationary
-4;39;1022;stationary
-4;37;1017;stationary
-6;36;1015;stationary
-6;37;1013;stationary
-6;37;1013;stationary
-6;38;1013;stationary
-8;40;1014;stationary
-8;42;1014;stationary
-7;42;1012;stationary
-7;41;1011;stationary
-6;42;1014;stationary
-5;42;1018;stationary
-4;41;1020;stationary
-4;39;1020;stationary
-6;39;1020;stationary
-7;38;1018;stationary
-7;38;1013;stationary
-5;39;1011;stationary
-4;38;1012;stationary
-5;36;1012;stationary
-5;36;1010;stationary
-5;37;1009;stationary
-4;36;1014;stationary
-3;36;1016;stationary
-3;39;1015;stationary
-4;42;1017;stationary
-4;41;1020;stationary
-4;40;1018;stationary
-4;39;1013;stationary
-6;40;1014;stationary
-9;40;1017;stationary
-10;39;1018;stationary
-8;39;1020;stationary
-4;40;1019;stationary
-4;40;1014;stationary
-7;40;1012;stationary
-8;38;1015;stationary
-5;38;1017;stationary
-3;38;1017;stationary
-4;38;1015;stationary
-6;39;1017;stationary
-5;40;1019;stationary
-4;41;1019;stationary
-5;41;1017;stationary
-8;41;1014;stationary
-9;40;1013;stationary
-8;39;1017;stationary
-7;37;1020;stationary
-6;36;1017;stationary
-6;37;1015;stationary
-6;37;1016;stationary
-6;37;1015;stationary
-6;36;1013;stationary
-5;35;1016;stationary
-3;36;1018;stationary
-3;38;1017;stationary
-4;40;1015;stationary
-7;43;1018;stationary
-9;43;1021;stationary
-7;43;1017;stationary
-6;41;1012;stationary
-7;38;1014;stationary
-10;35;1020;stationary
-9;36;1022;stationary
-3;39;1019;stationary
-2;38;1016;stationary
-5;36;1016;stationary
-6;36;1016;stationary
-4;38;1017;stationary
-2;40;1017;stationary
-5;41;1016;stationary
-9;41;1017;stationary
-11;40;1019;stationary
-8;38;1020;stationary
-5;37;1017;stationary
-4;39;1014;stationary
-4;40;1014;stationary
-5;42;1014;stationary
-5;42;1013;stationary
-4;41;1016;stationary
-5;41;1018;stationary
-7;41;1017;stationary
-8;40;1015;stationary
-8;39;1016;stationary
-9;37;1018;stationary
-10;36;1018;stationary
-8;37;1019;stationary
-5;38;1018;stationary
-6;39;1014;stationary
-8;37;1013;stationary
-8;36;1014;stationary
-9;39;1014;stationary
-8;42;1014;stationary
-6;41;1014;stationary
-7;39;1015;stationary
-8;39;1016;stationary
-8;39;1015;stationary
-7;40;1012;stationary
-6;40;1010;stationary
-6;39;1012;stationary
-4;39;1016;stationary
-2;40;1016;stationary
-2;40;1011;stationary
-4;37;1013;stationary
-6;35;1017;stationary
-8;36;1016;stationary
-9;38;1014;stationary
-7;39;1016;stationary
-5;39;1015;stationary
-6;40;1014;stationary
-6;41;1018;stationary
-6;42;1021;stationary
-6;42;1020;stationary
-6;39;1016;stationary
-6;38;1017;stationary
-5;39;1018;stationary
-4;40;1017;stationary
-4;40;1013;stationary
-7;38;1013;stationary
-9;39;1015;stationary
-7;40;1014;stationary
-4;40;1013;stationary
-4;39;1016;stationary
-7;37;1017;stationary
-7;35;1017;stationary
-6;36;1018;stationary
-6;39;1020;stationary
