X (mg);Y (mg);Z (mg)
1978;1163;-648
686;-818;1095
2538;-526;-187
1047;-595;-677
2805;685;-754
2359;1699;553
1617;240;1001
631;195;36
-493;1849;293
-464;1332;484
848;387;-263
2951;513;-30
3642;-22;-621
3062;1242;224
1899;425;-5
-753;-1807;-860
-1351;-1474;-650
-416;-1146;-325
882;150;342
1952;1123;-501
2323;-383;111
517;-1084;-313
1390;-1061;-64
3292;723;-855
2659;2215;864
1164;261;656
274;650;173
-392;1817;309
-345;646;250
842;384;32
3090;874;260
3702;-400;-726
2433;705;84
1652;1048;124
-699;-1898;-1008
-1443;-1759;-696
-476;-1223;-183
1327;297;432
1830;1328;-598
2260;-551;-25
868;-777;-250
1636;-587;-267
3357;920;-810
2334;928;1386
1166;189;597
-521;1129;-38
-809;1331;55
326;629;73
1910;245;100
3726;-446;-420
2395;1284;463
1505;747;454
-201;-587;126
-1200;-1645;-141
-43;-1130;-105
895;617;-851
355;915;561
2413;-835;-810
3018;919;1541
1870;1200;-284
1484;365;-956
2027;1051;1056
723;785;90
-929;1539;-151
-537;1371;-76
534;318;-49
1228;-156;-290
3587;68;-723
2943;605;-268
2671;1550;398
1252;-72;-480
-1210;-2386;-886
-1071;-1745;-618
135;-246;318
1671;1202;-1171
2205;-109;896
2086;-926;7
772;-749;-641
2746;649;-1119
2607;2185;718
1252;259;806
334;524;94
-460;1828;368
-128;1126;240
581;68;-10
2249;248;42
3829;87;-869
2779;769;642
1901;1071;223
18;-1196;-711
-1469;-1915;-943
-413;-995;148
808;264;424
1800;1140;-970
1318;-625;403
1841;-840;42
1384;-569;-414
3187;1012;-901
2349;1490;846
1427;373;666
25;821;-22
-645;1987;419
-98;716;288
739;230;9
2543;798;148
3848;-114;-1074
2708;673;228
1912;999;285
-396;-1610;-817
-1495;-1810;-631
-467;-1096;-163
924;176;322
1882;996;-617
2462;-918;-5
1457;-447;434
1283;-373;-593
3122;1129;-917
2153;1156;1247
1237;117;536
-160;1172;-186
-1138;2356;371
267;715;116
1287;-92;-167
3488;35;-837
3170;1505;287
2298;1135;391
452;-534;-379
-1488;-2252;-865
-809;-1568;-209
804;152;639
1651;1413;-1164
2319;-73;-6
1885;-913;262
1528;-557;-579
2205;1074;-793
2117;1055;1113
1223;367;402
-336;1266;269
-664;1880;453
426;369;-209
1177;85;-111
3379;223;-274
3376;-98;-289
2656;1467;534
1448;667;-9
-926;-1976;-1026
-1268;-1875;-715
24;-754;666
1263;746;-164
1168;922;145
2130;-363;-232
1043;-671;-391
1137;-1221;-940
3300;673;-836
2355;1839;757
1523;378;745
304;1506;302
-958;2397;560
471;615;-55
2028;-88;178
3615;-210;-635
2879;872;403
2107;1135;269
393;-873;-384
-1621;-2083;-824
-616;-718;-275
579;-165;75
1967;572;618
2751;-898;-597
1830;14;368
1360;-244;-1016
2838;1857;-1162
2027;1947;1642
1712;-313;648
-133;1265;-50
-946;2452;635
393;350;21
1174;-157;-244
3653;1321;-280
3585;628;-371
2386;950;-8
739;-541;-735
-1403;-2530;-942
-731;-1915;-619
236;-580;280
1878;1067;-800
2113;400;769
1902;-575;-133
782;-1025;-721
2622;291;-729
2970;2655;149
1450;500;903
1166;-45;21
-385;2281;510
-686;1429;408
774;10;-43
2848;734;194
3919;170;-962
2884;789;49
1953;887;34
-596;-1721;-917
-1216;-1743;-657
-588;-1391;-719
485;115;730
2011;1170;-1084
1559;-402;1072
1897;-462;-563
943;-717;-508
2798;235;-949
2785;2415;535
1442;568;675
543;687;80
-911;2351;455
54;511;402
1421;-578;-39
3281;696;-183
3626;1468;-238
3073;1387;196
1849;68;-680
-1101;-2472;-1403
-1123;-1859;-684
27;-691;207
1164;535;-183
1564;772;69
1955;-551;-99
492;-248;-517
1434;-301;-244
3642;1455;-621
1919;798;1019
1402;104;513
-18;1723;511
-1041;1814;322
411;650;-10
2313;1078;67
3860;569;-886
3244;1295;59
2626;446;-299
-896;-2247;-948
-1179;-1525;-705
-160;-1448;-624
802;-130;699
2371;619;-885
2742;44;874
222;-606;-558
1324;-302;-145
3562;1805;-805
1971;1636;1079
1397;-933;568
-69;1180;-217
-919;2677;683
26;923;53
874;89;-161
3319;944;60
3692;-136;-930
2280;844;174
1577;569;-2
-298;-1821;-858
-1300;-1953;-740
-148;-1331;-19
1427;348;306
1646;1081;-306
2149;-607;518
638;-1098;-717
2213;-11;-266
3435;2841;-511
1549;774;1476
1545;-528;187
-355;1822;-31
-976;1867;344
332;645;-67
2033;1031;114
3918;350;-1287
3532;426;76
2036;858;-72
202;-1169;-614
-1167;-2568;-675
-416;-1908;-617
530;52;454
1930;1238;-1331
2661;-425;681
742;-1260;-415
1353;368;-43
3696;2413;-1141
1784;848;1465
1492;-507;142
-186;1702;159
-1228;1545;416
338;305;380
2299;789;144
3990;666;-969
3212;780;226
1768;891;87
-320;-1898;-1386
-1270;-2282;-892
-233;-1315;-342
716;416;664
2061;1246;-1062
2281;-681;219
899;-685;-9
1421;-96;-393
3665;1578;-723
2018;1153;1516
766;187;69
-677;1929;359
-437;1168;375
630;318;134
2241;891;-123
3990;1097;-1028
3208;217;101
1440;1046;185
-497;-2221;-1301
-1111;-2359;-858
-297;-1669;58
1257;588;257
1908;1124;-901
2400;-566;103
867;-543;-421
1556;-378;-463
3527;1874;-475
1639;1198;1180
844;309;203
-709;2255;527
-183;1028;357
723;112;12
2870;1027;223
3913;464;-822
2852;764;350
1704;533;61
-736;-2011;-1096
-1206;-1838;-705
-129;-1092;2
1405;385;192
2013;539;-24
2124;-941;-337
975;-263;-329
1151;-40;-421
3674;2058;-670
1497;1482;1448
1018;279;313
-447;2562;624
73;1385;507
1206;784;-51
3507;1786;-599
3990;-42;-925
3883;1634;-58
1480;-1585;-1884
-2214;-3750;-1573
-264;-1659;-554
489;167;-103
634;818;189
918;976;-184
-151;232;1097
2502;-1091;-825
920;-184;-159
1533;142;-788
3646;1585;-549
1376;987;972
1091;158;393
-170;1862;585
-520;1309;372
384;-23;97
1328;267;-28
3548;784;-579
3476;1024;217
2470;1119;187
1195;5;-467
-1447;-2732;-1405
-909;-1616;-276
206;-68;587
1759;1238;-892
1517;-15;618
1568;-475;-236
1204;-570;-440
2637;135;-1036
2733;1956;483
1686;479;643
365;1202;201
-1365;2271;469
503;544;467
1225;-227;-120
3343;1231;-123
3695;1091;-204
2659;900;209
1428;-116;-507
-1119;-2390;-1369
-1214;-1660;-312
-111;-370;546
1563;1055;-371
1350;822;26
2106;-767;-531
1400;-743;473
1667;-411;-686
3081;811;-1009
2090;2127;937
1517;600;565
81;1337;137
-1338;2260;351
397;415;227
1129;-154;-128
3391;575;103
3509;506;-513
2555;1416;242
1865;575;-295
-646;-2200;-976
-1261;-1827;-688
-112;-683;248
1213;779;-148
2075;749;599
1556;-499;-461
1170;-878;-403
2290;-275;-731
3017;2172;-782
1611;1453;1213
1297;-147;412
-268;1131;29
-1133;2136;462
251;879;-11
2068;520;25
3674;-77;-664
3389;870;96
2381;1083;226
1180;-249;-385
-955;-2360;-1179
-1072;-1537;-425
247;-337;657
1916;1147;-853
1976;70;1130
812;-754;-615
1407;-714;-255
2970;1041;-812
2013;2295;553
1614;327;867
571;806;232
-1180;2070;353
319;655;239
1488;650;-85
3519;835;-825
3466;764;66
2209;984;151
641;-1028;-822
-1304;-2627;-1008
-644;-1448;255
825;543;1
2041;1108;136
2004;-398;-46
748;-980;-571
2287;-463;-410
3498;2501;-629
1143;1579;970
767;711;400
-679;1357;500
250;474;556
891;387;24
2808;1343;-379
3585;1211;-195
2485;657;-67
1087;-610;-88
-1398;-1976;-711
-620;-1176;-283
1288;-162;-356
2275;-362;1185
2655;-143;-1222
1102;-702;-242
2900;1489;-1209
2458;3217;406
2331;-605;1020
1348;329;-140
-757;2195;503
-602;634;-384
54;25;-77
511;106;-20
1006;869;-70
1224;746;-216
2226;233;244
1206;804;461
345;465;193
-696;-654;-290
-681;-1335;-772
-210;-894;-476
995;50;820
2343;551;-408
3260;-203;404
1135;-43;-89
1480;-1913;-145
2205;-329;-1043
3297;3428;-933
1379;2331;1796
1953;-671;354
-841;2272;-93
-564;1944;571
1082;-207;-38
3797;843;-41
3526;469;-94
3216;1256;276
1948;-696;-735
-1734;-2460;-1364
-1390;-1776;-534
27;-419;61
1308;1093;186
1754;501;-367
1816;-1131;31
1664;-462;704
1076;-215;-498
3190;922;-1251
1971;1902;647
1717;126;697
830;600;-280
-1066;2865;440
-194;1225;343
950;-111;-174
2725;264;-11
3858;969;-504
2776;1185;179
2386;809;-132
-100;-2012;-1101
-1549;-2229;-946
-506;-1120;-250
525;651;607
2048;1225;-1003
1799;-646;1330
1801;-804;-853
1327;-729;-288
2967;625;-1349
2572;2358;472
1886;419;987
830;573;-489
-1245;2844;249
-341;1506;201
1248;302;-309
3374;-176;-248
3263;393;-356
2565;1369;162
1977;379;-143
-372;-2037;-942
-1308;-1662;-648
-510;-822;-140
354;563;573
2175;1109;-368
3214;-387;-2
656;-864;-273
1697;-1096;-109
2664;334;-1057
2600;2982;267
1101;1366;798
716;178;295
-629;1654;280
-300;1088;400
784;248;-190
3158;630;-87
3680;861;-380
3181;1583;166
2578;415;-535
-633;-2460;-1426
-1557;-2301;-777
-215;-787;-7
864;978;-197
2350;585;905
2098;-84;-716
465;-819;-320
1995;-310;-511
3460;1783;-1073
1744;1643;1103
1305;24;460
-66;1408;68
-1350;2520;467
515;488;-73
2619;3;-34
3823;109;-474
2706;1368;193
2415;965;84
909;-1047;-665
-1491;-2317;-1292
-961;-1390;-198
487;18;874
2191;1147;-1098
2057;28;844
1081;-814;-372
1577;-965;-370
2782;514;-939
2337;2544;290
1571;520;814
912;297;-26
-836;2323;177
-653;1526;699
1243;-228;-278
3489;470;53
3498;392;-493
2420;976;200
1599;449;-193
-278;-2129;-1576
-1476;-1920;-462
-399;-464;677
1730;1017;-104
1666;-189;1477
2221;-157;-1428
1084;-69;-383
1533;258;-140
2482;1737;-209
1528;1505;990
809;-65;643
-256;795;457
-241;946;528
398;279;14
1635;1058;-387
3626;961;-1511
3545;1081;81
2452;1401;91
1222;-465;-639
-759;-2362;-756
-650;-2150;-275
666;-544;736
1345;1471;-1523
594;769;1582
2383;-640;36
403;-1260;-1146
3169;1010;-324
2004;1856;-261
2199;164;1114
1213;233;349
-170;1929;258
-999;1335;396
660;-60;-79
2307;1228;-85
3597;590;-1215
3225;1149;126
2766;1239;64
1092;-1068;-557
-1309;-2536;-794
-772;-1853;-789
446;-276;453
1676;1100;-1116
3075;1018;1087
763;-1012;-99
842;-1149;-397
3210;742;-794
2219;2323;-73
1707;359;1166
1163;60;259
-698;1890;160
-801;1407;603
892;39;-158
2791;787;-26
3681;712;-1021
3148;1098;442
2204;1195;124
346;-1539;-1011
-1449;-2326;-734
-647;-1522;-195
805;242;634
2170;963;-503
2735;-45;152
985;-805;-628
1172;-1121;-205
2784;747;-1111
2784;3187;462
2068;479;951
1123;-807;-191
-544;1814;-330
-917;2225;517
157;479;-76
884;167;-497
2599;1289;-99
3628;144;-1020
2643;926;5
2280;890;108
641;-946;-235
-891;-2850;-551
-433;-2067;-500
254;286;55
1695;2361;-1308
2934;1896;1399
1351;-1746;-1106
1273;-2308;-502
2544;-273;-1094
2917;2342;-375
938;1435;375
-56;1178;29
-614;1663;440
438;1015;292
949;-16;242
2917;-22;-95
3746;955;182
2988;1551;480
2389;544;-146
-193;-1648;-737
-1617;-1621;-1021
-301;-258;-41
641;909;71
1236;589;247
2590;-1007;-606
1468;-28;331
1529;164;-513
2450;785;-1329
1996;1972;465
1534;217;682
1031;279;-436
-1181;2749;492
-367;1333;356
1496;-10;28
3394;378;-83
3643;987;-352
2975;1273;41
2095;-60;-443
-1035;-2427;-1449
-1414;-1869;-686
-238;-848;-94
1245;1086;281
2148;1445;-888
1313;-968;662
1200;-879;-4
1809;-679;-553
3028;921;-1262
2319;2349;704
1724;290;672
550;830;-432
-1461;2786;652
-31;843;69
1810;40;29
3805;636;-356
3503;893;-208
2804;959;-49
1186;-828;-926
-1499;-2580;-1377
-1153;-1639;-464
296;-228;614
1902;1189;-1244
1660;-13;1444
1786;-860;-751
1278;-467;-558
2967;969;-993
2338;2724;274
1672;-18;918
812;201;-281
-976;2550;552
-232;1074;292
1117;255;18
3186;1334;-129
3932;809;-563
2957;750;78
1676;-218;-560
-1328;-2613;-1549
-1129;-2088;-637
357;-540;696
1792;1031;-999
1477;173;1405
1867;-797;-1009
1119;-989;-717
2879;754;-931
2793;2155;223
1920;806;1010
795;1620;-269
-1618;3021;633
168;448;-105
2441;472;43
3990;798;-914
3604;1137;-153
2928;878;-77
215;-2869;-2126
-1687;-2938;-1162
-663;-1709;-160
1052;416;438
2922;534;-326
2308;-228;-111
869;-528;-555
2421;40;-949
3113;2960;-73
1550;351;1406
556;130;-432
-749;2320;511
-308;1266;13
1189;224;247
2545;1418;-43
3959;717;-1001
3323;727;262
2075;216;-568
-1281;-3074;-1470
-1118;-2689;-953
538;-412;793
1931;815;-1709
2833;184;628
1097;-573;-37
865;276;-649
3575;2370;-1104
1742;1009;1550
1637;-245;29
-698;3143;559
-473;1600;33
1189;173;13
3548;1599;-292
3962;1267;-273
3482;1351;-3
1092;-2164;-2236
-1867;-3648;-1401
-152;-2257;-301
1386;510;117
2448;767;-377
2382;-471;-122
483;-116;-639
1947;1267;-1135
3022;2341;393
2282;-745;885
225;2064;165
-1066;2423;589
697;409;153
2693;1432;-7
3990;1792;-537
3781;987;40
1734;-2190;-2114
-1732;-3712;-1584
-345;-1963;-323
1127;450;-208
3170;-287;644
1659;669;-996
-277;271;-839
2355;1537;-1143
2667;2164;1018
1236;-989;476
81;2170;748
-439;1690;188
488;1047;72
3704;2231;-90
3980;276;-530
3048;616;72
116;-2705;-1993
-1576;-3588;-1229
-348;-2011;-204
1936;735;-127
2380;867;-524
2319;-466;47
367;-721;-659
2460;958;-1036
3193;1976;861
1255;407;681
-524;2655;356
-428;1662;422
1077;839;59
3809;1417;128
3983;698;-833
3068;1124;326
850;-1679;-1971
-970;-3656;-1555
-374;-2290;-241
1758;335;-355
2706;-341;1356
1919;40;-1373
584;982;-634
1983;1458;-851
3260;1067;768
1453;736;365
-1304;3173;982
335;665;191
1817;737;209
3787;1811;-507
3927;836;-608
3213;1295;107
-97;-3325;-2733
-1069;-3604;-1007
-297;-1660;-363
1821;514;-632
3307;-57;798
1884;56;-1366
542;359;-427
2187;1053;-1271
3108;1432;1195
1348;414;246
-1016;2549;615
-219;1557;147
999;1026;89
3494;1675;49
3990;626;-947
3151;770;197
1015;-1556;-1684
-1349;-3779;-1293
-360;-2475;1
1647;229;129
2259;996;-1700
2093;-174;11
819;179;-133
1597;1318;-886
3273;1047;300
1723;424;533
-444;2708;653
-155;1436;508
1049;442;58
3723;1816;-87
3975;874;-550
3218;937;143
1224;-1297;-1726
-1565;-3503;-1656
-560;-2376;-339
1174;285;685
2532;683;-891
2691;-705;-441
641;286;-45
1266;342;-649
3562;1991;-82
1532;703;905
13;2087;131
-523;2017;972
487;421;156
2090;1053;-184
3979;1808;-890
3472;414;32
2134;1026;-319
-664;-3300;-2701
-1158;-3465;-426
516;-1131;974
2271;546;-1246
1271;759;300
2253;-119;-704
762;-208;-732
2852;1613;-1008
2781;967;1043
1496;562;377
-1109;3061;612
-272;1470;371
1406;401;53
3797;1808;-226
3945;622;-893
2957;759;231
952;-786;-1272
-1514;-3097;-1598
-847;-2434;-418
1189;-261;777
2368;1108;-1642
1752;-222;583
1577;-545;287
793;190;-854
3532;2013;-831
2167;853;1499
1117;659;-72
-1041;2990;663
-121;924;198
1115;60;-106
3539;2000;-51
3932;532;-1029
2777;813;210
1122;-1042;-1386
-1268;-3257;-1454
-938;-2490;-261
618;-188;769
2562;1242;-1702
1732;411;808
1890;-456;-447
729;-801;-769
3177;1296;-1203
2415;2242;932
1024;625;554
-458;1781;301
-284;1578;686
441;517;26
2216;1177;-169
3894;957;-1052
3262;610;118
1976;1214;69
-237;-2343;-1659
-1020;-2769;-889
-69;-1386;407
1561;691;-668
1509;399;587
2179;-315;-692
1343;-31;-96
1858;383;-706
3182;1876;-7
1559;668;808
522;1129;-161
-1129;3017;862
263;705;-1
1149;75;-94
3627;1603;-280
3753;572;-678
2484;1062;344
922;-1160;-1363
-1217;-3275;-1687
-726;-2056;-12
629;233;635
2306;1015;-1530
1133;-524;1137
2520;-310;-188
1071;907;-841
2820;1460;-1068
2736;102;1272
1055;854;-82
-1486;3150;817
99;1055;217
1201;71;-47
3601;1367;3
3895;597;-928
2726;1147;362
1460;-177;-1108
-1364;-3326;-2112
-886;-2466;-438
510;-282;859
2337;1039;-1347
3040;65;333
565;-350;-128
1141;-690;-572
3726;1753;-1077
1947;1949;1248
1054;-195;367
-298;2016;333
-845;1655;571
539;777;259
2119;1015;-288
3990;1369;-836
3199;-257;-199
1711;876;97
-552;-2592;-1585
-1152;-2631;-727
-148;-1348;391
1718;784;-618
1475;1143;-251
2039;-694;-210
1296;-587;-199
2011;306;-683
3100;2213;28
1915;285;1087
869;961;-183
-1446;3268;785
370;772;1
2398;476;-15
3957;659;-844
3475;997;-65
2525;946;158
756;-1434;-1254
-1393;-2677;-1302
-670;-2012;-371
921;139;793
2260;1093;-1282
2497;-369;-61
785;-125;100
1346;-354;-632
3675;1568;-923
1671;1151;1220
1063;464;102
-816;2752;633
-335;1307;388
1109;336;-42
3453;855;-46
3898;397;-937
2925;906;158
1713;441;-349
-970;-2503;-1648
-1413;-2460;-761
279;-1056;860
2078;891;-1122
2422;395;839
1462;-140;-373
814;-968;-753
2934;503;-1238
2505;2408;518
1959;-194;650
437;1503;10
-1475;2925;874
553;444;24
1718;-77;-187
3730;996;-397
3699;739;-257
2430;1059;300
902;-772;-1085
-1466;-2847;-1631
-853;-2273;-464
727;183;1066
2204;988;-1302
2101;-601;770
1362;-262;-284
1383;-208;-662
3335;1278;-1434
2266;1672;1456
1543;162;437
-503;2097;-93
-1200;2811;670
812;511;-432
2948;535;-40
3963;290;-1197
2959;1304;222
2288;1007;-110
-174;-2711;-1608
-1405;-2725;-954
-121;-1797;125
1678;406;-780
2114;1215;467
2250;264;-137
619;-480;-643
2526;193;-855
2850;1829;136
1581;388;848
422;1192;-2
-1207;2480;568
392;468;220
1555;333;79
3454;1199;-258
3696;633;-573
2732;753;79
1322;-22;-359
-1177;-2577;-1453
-944;-1790;-314
267;-726;595
1911;966;-1225
1954;381;911
1784;-653;-486
928;-537;-668
3111;818;-1282
2310;2168;868
1434;137;687
319;1262;22
-1251;2575;578
449;511;182
1838;381;-144
3826;1051;-495
3664;243;-547
2345;935;210
1016;-162;-766
-1078;-2843;-1574
-1006;-2291;50
429;-354;879
1819;1161;-1425
1947;592;992
1939;-491;-744
1079;-951;-505
3148;654;-1380
2207;2294;845
1653;-13;764
425;953;-79
-1328;2664;533
274;668;253
1722;354;-126
3785;949;-472
3702;627;-339
2674;1098;245
1258;-280;-609
-1293;-2729;-1507
-1219;-2171;-221
451;-475;854
2171;998;-1427
1479;503;1224
2030;-497;-921
994;-868;-602
2879;687;-1055
2363;2069;532
1856;305;918
727;1028;97
-1263;2603;475
129;505;26
1582;49;-20
3696;1023;-360
3681;632;-438
2624;933;189
1079;-207;-517
-1224;-2696;-1538
-929;-2042;-190
372;-279;723
1841;1184;-1587
2063;574;828
1713;-538;-500
1249;-882;-554
3038;451;-1058
2224;2265;618
1518;366;680
21;1113;-43
-1123;1919;412
248;605;232
1233;86;-26
3378;763;39
3624;633;-692
2514;875;202
1510;370;-146
-353;-2152;-970
-1214;-1836;-465
41;-630;636
1420;876;-1212
1549;434;1270
2004;-412;-881
1274;-196;-453
2547;419;-948
2238;1878;304
1420;241;701
620;547;36
-904;2271;411
193;905;452
813;-146;-12
2859;705;-12
3632;708;-990
2788;614;175
1771;840;135
187;-1227;-587
-1193;-1991;-809
-391;-1308;30
898;463;-97
2018;1093;526
1648;-429;-255
861;-945;-518
2621;-273;-829
3290;2320;-702
1230;1130;911
1533;-162;446
-406;1954;146
-780;1798;682
633;141;-103
2409;456;29
3644;458;-803
3055;690;100
2149;908;153
772;-501;-575
-1147;-2563;-1176
-467;-1711;232
683;295;130
1515;1386;-501
2057;-103;-151
1510;-584;-169
1392;-431;-485
2958;1213;-685
1602;1369;689
1312;304;428
-282;1751;111
-982;1938;552
814;267;33
2257;514;-166
3687;464;-690
2941;632;-151
2193;972;256
737;-341;-423
-1059;-2249;-1060
-645;-1638;-102
645;56;648
1705;1217;-1227
2104;-166;120
1384;-554;96
1357;-610;-294
3069;1165;-1050
1725;2084;464
1286;88;700
715;613;34
-985;2233;386
20;768;312
937;219;-73
3111;777;-108
3779;496;-788
2850;991;268
1812;713;-74
-337;-1805;-978
-1324;-2021;-729
19;-1004;379
1334;867;-790
1504;870;1073
1966;-658;-408
1068;-723;-689
2571;213;-701
2648;2189;-503
1678;828;1096
1421;-134;212
-665;2085;68
-947;2022;566
696;64;-138
2283;208;-157
3909;385;-925
2968;731;-50
2126;1238;169
812;-740;-655
-994;-2655;-932
-846;-1999;-164
505;144;451
1488;1493;-1617
1338;333;1171
2386;-668;-76
985;-422;-778
3108;772;-1146
2002;1379;634
1399;532;539
-88;1630;168
-1007;2300;532
703;119;94
2442;-16;-165
3887;600;-610
3438;690;-221
2480;1221;165
992;-696;-896
-1290;-2449;-1519
-1003;-2141;-563
467;-256;1064
1759;1259;-1423
1847;481;1397
1264;-514;-882
1490;-694;-367
2882;295;-1010
2632;2413;79
1473;537;884
1053;-24;70
-811;2253;157
-818;1786;563
964;166;-159
3197;523;-44
3824;512;-907
2987;1071;101
2022;638;-176
-194;-2102;-1258
-1535;-2247;-869
-297;-1196;254
1378;745;-251
1870;1153;264
1697;-581;46
957;-513;-682
2080;-171;-430
3075;1746;-922
1491;1225;1003
1573;-84;439
-363;2106;158
-900;1988;586
808;-97;3
2915;540;-46
3889;488;-1011
2913;1025;256
2219;1054;174
151;-1397;-1050
-1461;-2295;-961
-533;-1340;-387
1110;342;441
1816;1285;-728
1845;-468;81
1393;-412;629
1053;-150;-688
3332;1387;-1032
1503;1511;597
1441;-126;708
384;1109;-74
-1295;2766;583
568;486;351
1691;-40;-215
3833;793;-313
3211;526;-343
2501;1093;277
1135;-411;-551
-1287;-2513;-1332
-1019;-1565;-459
580;31;901
1962;1248;-1732
2425;-85;348
836;-783;-230
1616;-548;-142
3308;1377;-1239
1672;2198;706
1367;-293;738
738;703;-92
-1133;2810;485
239;776;366
1394;-172;-62
3422;1197;-244
3742;250;-873
2551;913;174
1507;125;-491
-1015;-2688;-1518
-1441;-2225;-488
240;-569;936
1692;1215;-1405
3416;910;529
780;-625;64
1235;-1436;-372
2975;54;-1026
2690;2951;117
1339;587;916
1087;37;-52
-895;2335;246
-398;1662;625
924;90;-86
2959;504;-38
3984;285;-1030
2862;834;189
2044;1343;269
13;-1970;-1267
-1361;-2071;-1008
-477;-1486;-80
1112;254;126
2284;1132;-236
1894;-40;-207
653;-662;-448
2205;-469;-614
3251;2109;-908
1407;1547;926
1520;-256;435
19;1263;-48
-1178;2522;574
444;434;138
1440;-3;-204
3367;836;-121
3767;721;-514
2619;953;148
1386;346;-293
-859;-2264;-1093
-1165;-1858;-631
167;-904;463
1434;1015;-739
1581;993;839
1597;-623;-854
1198;-1065;-276
2611;84;-619
2780;2120;-556
1593;1198;897
1235;112;237
-244;1974;181
-1065;2225;495
702;-250;-160
2426;160;34
3871;884;-757
3120;1142;92
2472;1128;58
702;-1225;-840
-1527;-2200;-970
-803;-1654;-305
712;60;840
1981;975;-1369
2379;-121;320
720;-463;-462
1532;-630;-106
3105;1247;-1090
2010;2226;652
1486;-125;701
602;792;-120
-1377;2799;514
371;693;309
1754;121;-205
3790;770;-446
3446;460;-554
2689;854;90
1002;-262;-338
-1230;-2281;-921
-1141;-1879;-556
465;-632;697
1816;1121;-1295
1762;817;1125
1723;-846;-541
1322;-1051;-454
2777;277;-973
2579;2614;-182
1454;721;957
1304;-219;45
-811;2250;-7
-806;2258;777
1049;121;-457
3313;344;-61
3706;503;-922
2996;1139;179
2134;541;-201
-201;-2145;-1196
-1437;-2105;-806
-308;-1381;109
1114;911;-278
1670;1230;428
2166;-737;-420
1061;-570;-200
2004;-150;-438
3140;1806;-843
1673;1193;1012
1317;-222;423
-220;1741;35
-1092;2216;645
653;371;-209
2701;432;-87
3807;499;-927
3248;1188;27
2831;755;-103
702;-1458;-716
-1789;-2101;-616
-871;-1655;-444
804;251;630
1937;1337;-1595
1505;-180;988
1576;-1084;-480
1247;-188;-355
2924;966;-1172
2158;1701;510
1657;229;727
769;579;-88
-1361;3100;344
-36;1223;425
1319;-456;-341
3424;975;-9
3813;920;-953
3243;816;5
2134;59;-467
-954;-2770;-1336
-1604;-2399;-831
2;-722;618
1374;1176;-1330
3396;928;841
737;-693;-382
1249;-1248;-198
2737;488;-919
2561;2922;18
1516;348;747
1466;-459;78
-869;2465;30
-812;2081;726
1015;173;-368
3265;159;-209
3799;486;-871
3062;1248;280
2113;445;-111
-52;-1838;-1059
-1494;-1898;-839
-513;-1264;-110
845;616;442
1858;1043;-424
2064;-566;-192
838;-727;-247
1850;-606;-212
3423;1551;-1141
1500;2402;725
1431;-353;634
854;693;123
-1377;2599;395
313;474;174
2100;335;-122
3688;530;-847
3327;1134;90
2671;880;121
1235;-747;-629
-1330;-2261;-1072
-1141;-1930;-503
322;-364;574
1372;1175;-1370
2912;866;887
559;-704;-221
1542;-1443;-358
2822;290;-723
2678;2799;-261
